Plot Title: 9735547_SM_LM_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371, LBL: LM_B1R)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280, LBL: LM_B1R)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166, LBL: LM_B1)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418, LBL: LM_B1R)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date.Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST.between,Air.T,RH,,SR.up,SR.left,SR.right,
LM,control,6/16/2019 8:40,0.0054,0.1426,571.2,18.7,16.2,54.648,54.082,63.7,-0.1835,286.9,26.9,25.6,4.418
LM,control,6/16/2019 8:50,0.0054,0.1426,671.2,21.2,21.2,54.865,55.819,63.2,-0.1835,343.1,30.6,30.6,4.418
LM,control,6/16/2019 9:00,0.0054,0.1426,591.2,18.7,16.2,55.081,55.342,62.7,-0.1835,299.4,26.9,26.9,4.4
LM,control,6/16/2019 9:10,0.0046,0.1426,551.2,16.2,16.2,55.299,54.952,65,-0.1835,275.6,24.4,24.4,4.418
LM,control,6/16/2019 9:20,0.0046,0.1426,971.2,33.7,28.7,55.558,56.988,60.8,-0.1835,478.1,44.4,41.9,4.418
LM,control,6/16/2019 9:30,0.0046,0.1434,1501.2,53.7,46.2,55.776,56.685,60.8,-0.1835,769.4,73.1,70.6,4.4
LM,control,6/16/2019 9:40,0.0046,0.1434,1458.7,53.7,46.2,56.079,59.959,58.5,-0.1835,736.9,69.4,65.6,4.514
LM,control,6/16/2019 9:50,0.0054,0.1434,1501.2,53.7,46.2,56.383,61.333,56,-0.1835,758.1,69.4,66.9,4.418
LM,control,6/16/2019 10:00,0.0046,0.1434,1568.7,56.2,48.7,56.728,63.09,54.1,-0.1835,794.4,73.1,68.1,4.4
LM,control,6/16/2019 10:10,0.0046,0.1434,1403.7,48.7,41.2,57.074,60.346,54.6,-0.1835,703.1,64.4,60.6,4.4
LM,control,6/16/2019 10:20,0.0046,0.1441,911.2,31.2,26.2,57.463,63.775,52,-0.1835,426.9,38.1,35.6,4.418
LM,control,6/16/2019 10:30,0.0046,0.1448,2068.7,73.7,63.7,57.893,66.043,51.8,-0.1835,1078.1,96.9,90.6,4.43
LM,control,6/16/2019 10:40,0.0046,0.1448,1986.2,71.2,61.2,58.368,66.344,48.7,-0.1835,1031.9,93.1,84.4,4.4
LM,control,6/16/2019 10:50,0.0039,0.1448,516.2,16.2,13.7,58.798,65.658,49.4,-0.1835,251.9,21.9,20.6,4.393
LM,control,6/16/2019 11:00,0.0039,0.1448,603.7,18.7,16.2,59.272,64.418,45.6,-0.1835,301.9,25.6,24.4,4.418
LM,control,6/16/2019 11:10,0.0039,0.1448,1953.7,68.7,58.7,59.659,61.848,50.9,-0.1835,1026.9,89.4,80.6,4.406
LM,control,6/16/2019 11:20,0.0039,0.1456,2026.2,68.7,61.2,60.217,69.256,45.4,-0.1835,1066.9,90.6,81.9,4.4
LM,control,6/16/2019 11:30,0.0039,0.1456,728.7,23.7,21.2,60.604,64.161,44.1,-0.1835,368.1,31.9,30.6,4.393
LM,control,6/16/2019 11:40,0.0039,0.1456,783.7,23.7,23.7,60.948,63.561,46.3,-0.1835,401.9,34.4,31.9,4.418
LM,control,6/16/2019 11:50,0.0039,0.1463,618.7,18.7,16.2,61.376,65.53,41.7,-0.1835,303.1,25.6,25.6,4.406
LM,control,6/16/2019 12:00,0.0039,0.1463,1038.7,33.7,28.7,61.804,69.6,40.1,-0.1835,515.6,43.1,40.6,4.4
LM,control,6/16/2019 12:10,0.0032,0.1463,686.2,21.2,21.2,62.105,64.503,39.9,-0.1835,344.4,30.6,29.4,4.393
LM,control,6/16/2019 12:20,0.0032,0.1463,613.7,18.7,18.7,62.406,62.319,42.8,-0.1835,306.9,26.9,26.9,4.418
LM,control,6/16/2019 12:30,0.0032,0.1463,526.2,16.2,16.2,62.661,60.561,45.1,-0.1835,261.9,23.1,23.1,4.406
LM,control,6/16/2019 12:40,0.0032,0.1463,743.7,23.7,21.2,62.875,60.948,47.8,-0.1835,383.1,34.4,31.9,4.4
LM,control,6/16/2019 12:50,0.0032,0.147,2461.2,81.2,71.2,63.133,67.413,47,-0.1835,1276.9,106.9,96.9,4.393
LM,control,6/16/2019 13:00,0.0032,0.1463,741.2,23.7,21.2,63.347,65.658,42,-0.1835,374.4,33.1,31.9,4.418
LM,control,6/16/2019 13:10,0.0032,0.1463,773.7,23.7,23.7,63.518,62.319,41,-0.1835,395.6,34.4,34.4,4.412
LM,control,6/16/2019 13:20,0.0032,0.147,2421.2,78.7,71.2,63.775,69.3,38,-0.1835,1276.9,103.1,93.1,4.4
LM,control,6/16/2019 13:30,0.0039,0.147,2388.7,76.2,68.7,64.033,71.103,33.1,-0.1835,1275.6,100.6,91.9,4.393
LM,control,6/16/2019 13:40,0.0032,0.147,2468.7,78.7,71.2,64.332,71.017,37.7,-0.1835,1276.9,105.6,95.6,4.418
LM,control,6/16/2019 13:50,0.0032,0.147,621.2,18.7,18.7,64.459,60.69,47.2,-0.1835,311.9,26.9,26.9,4.406
LM,control,6/16/2019 14:00,0.0032,0.147,2156.2,66.2,63.7,64.76,64.632,44.1,-0.1835,1131.9,89.4,81.9,4.4
LM,control,6/16/2019 14:10,0.0025,0.147,2048.7,63.7,58.7,65.102,66.214,42.7,-0.1835,1076.9,83.1,76.9,4.393
LM,control,6/16/2019 14:20,0.0032,0.1477,1693.7,51.2,48.7,65.403,66.429,43.7,-0.1835,878.1,68.1,64.4,4.43
LM,control,6/16/2019 14:30,0.0025,0.1477,1766.2,53.7,51.2,65.658,66.258,41.9,-0.1835,915.6,71.9,68.1,4.418
LM,control,6/16/2019 14:40,0.0025,0.1477,1781.2,51.2,51.2,65.959,66.686,40.5,-0.1835,918.1,73.1,69.4,4.4
LM,control,6/16/2019 14:50,0.0025,0.1477,1581.2,46.2,46.2,66.258,67.158,41.6,-0.1835,806.9,64.4,63.1,4.393
LM,control,6/16/2019 15:00,0.0025,0.1477,1646.2,48.7,46.2,66.515,64.931,40.7,-0.1835,839.4,66.9,65.6,4.442
LM,control,6/16/2019 15:10,0.0017,0.1485,1021.2,31.2,28.7,66.814,64.974,39.6,-0.1835,511.9,43.1,41.9,4.418
LM,control,6/16/2019 15:20,0.0025,0.1485,1433.7,43.7,41.2,67.071,64.974,40.7,-0.1835,724.4,59.4,58.1,4.4
LM,control,6/16/2019 15:30,0.0025,0.1485,1041.2,31.2,31.2,67.285,64.674,41.6,-0.1835,521.9,43.1,43.1,4.4
LM,control,6/16/2019 15:40,0.0025,0.1485,1771.2,51.2,51.2,67.586,66.515,41.5,-0.1835,891.9,71.9,71.9,4.526
LM,control,6/16/2019 15:50,0.0025,0.1485,1578.7,46.2,46.2,67.757,67.798,42,-0.1835,788.1,64.4,64.4,4.418
LM,control,6/16/2019 16:00,0.0017,0.1485,1388.7,38.7,41.2,67.971,67.242,39.7,-0.1835,688.1,56.9,58.1,4.4
LM,control,6/16/2019 16:10,0.0017,0.1485,1748.7,48.7,51.2,68.142,67.842,40.7,-0.1835,873.1,73.1,74.4,4.393
LM,control,6/16/2019 16:20,0.0017,0.1485,1481.2,41.2,43.7,68.27,64.161,42.5,-0.1835,735.6,61.9,63.1,4.393
LM,control,6/16/2019 16:30,0.0017,0.1485,1508.7,41.2,43.7,68.443,65.23,39.3,-0.1835,750.6,64.4,65.6,4.418
LM,control,6/16/2019 16:40,0.0017,0.1477,1126.2,31.2,31.2,68.527,63.39,41.1,-0.1835,554.4,48.1,49.4,4.406
LM,control,6/16/2019 16:50,0.0017,0.1485,1118.7,31.2,31.2,68.657,62.233,41.6,-0.1835,549.4,48.1,49.4,4.4
LM,control,6/16/2019 17:00,0.001,0.1477,716.2,18.7,21.2,68.742,62.406,40.8,-0.1835,346.9,30.6,30.6,4.393
LM,control,6/16/2019 17:10,0.001,0.1477,978.7,26.2,28.7,68.785,63.048,40.9,-0.1835,485.6,43.1,43.1,4.442
LM,control,6/16/2019 17:20,0.001,0.1477,916.2,26.2,26.2,68.828,64.418,41.1,-0.1835,453.1,39.4,41.9,4.412
LM,control,6/16/2019 17:30,0.001,0.1477,1053.7,28.7,31.2,68.828,64.589,40.7,-0.1835,526.9,46.9,49.4,4.4
LM,control,6/16/2019 17:40,0.001,0.1477,778.7,21.2,21.2,68.785,64.76,39.2,-0.1835,386.9,34.4,35.6,4.393
LM,control,6/16/2019 17:50,0.001,0.1477,601.2,16.2,16.2,68.742,63.262,40.2,-0.1835,294.4,25.6,28.1,4.418
LM,control,6/16/2019 18:00,0.001,0.1477,598.7,16.2,16.2,68.657,62.875,41.2,-0.1835,293.1,25.6,28.1,4.412
LM,control,6/16/2019 18:10,0.001,0.147,826.2,18.7,23.7,68.571,64.117,38,-0.1835,415.6,36.9,40.6,4.4
LM,control,6/16/2019 18:20,0.001,0.147,808.7,18.7,23.7,68.443,64.803,38.2,-0.1835,406.9,34.4,41.9,4.4
LM,control,6/16/2019 18:30,0.001,0.147,683.7,13.7,21.2,68.313,65.316,37.7,-0.1835,343.1,28.1,35.6,4.43
LM,control,6/16/2019 18:40,0.001,0.147,211.2,3.7,6.2,68.142,64.503,36.5,-0.1835,85.6,5.6,6.9,4.418
LM,control,6/16/2019 18:50,0.001,0.147,588.7,11.2,18.7,68.013,63.347,39.4,-0.1835,303.1,23.1,33.1,4.4
LM,control,6/16/2019 19:00,0.001,0.147,506.2,8.7,16.2,67.842,64.546,38.5,-0.1835,263.1,19.4,29.4,4.4
LM,control,6/16/2019 19:10,0.001,0.147,433.7,6.2,13.7,67.627,64.117,39.8,-0.1835,226.9,14.4,25.6,4.43
LM,control,6/16/2019 19:20,0.001,0.1463,173.7,1.2,3.7,67.413,58.798,45.1,-0.1835,78.1,5.6,6.9,4.418
LM,control,6/16/2019 19:30,0.001,0.1463,96.2,1.2,1.2,67.199,55.949,48.5,-0.1835,35.6,1.9,3.1,4.4
LM,control,6/16/2019 19:40,0.001,0.1463,83.7,1.2,1.2,66.985,53.559,54.3,-0.1835,30.6,1.9,1.9,4.4
LM,control,6/16/2019 19:50,0.0003,0.1463,68.7,1.2,1.2,66.772,52.903,53.8,-0.1835,28.1,0.6,1.9,4.418
LM,control,6/16/2019 20:00,0.0003,0.1456,38.7,1.2,1.2,66.558,51.458,55.6,-0.1835,13.1,0.6,0.6,4.4
LM,control,6/16/2019 20:10,0.0003,0.1456,21.2,1.2,1.2,66.258,50.533,57.1,-0.1835,6.9,0.6,0.6,4.4
LM,control,6/16/2019 20:20,-0.0004,0.1456,11.2,1.2,1.2,66.043,50.576,56.5,-0.1835,4.4,0.6,0.6,4.4
LM,control,6/16/2019 20:30,0.0003,0.1456,3.7,1.2,1.2,65.788,51.325,54.4,-0.1835,1.9,0.6,0.6,4.4
LM,control,6/16/2019 20:40,0.0003,0.1448,1.2,1.2,1.2,65.574,51.282,55.3,-0.1835,0.6,0.6,0.6,4.4
LM,control,6/16/2019 20:50,0.0003,0.1448,1.2,1.2,1.2,65.316,51.589,53.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:00,0.0003,0.1448,1.2,1.2,1.2,65.059,54.473,51.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:10,0.0003,0.1448,1.2,1.2,1.2,64.803,53.951,54.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:20,0.0003,0.1448,1.2,1.2,1.2,64.589,53.645,55.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:30,0.001,0.1448,1.2,1.2,1.2,64.375,52.246,57.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:40,0.0003,0.1441,1.2,1.2,1.2,64.161,50.974,61.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 21:50,0.0003,0.1441,1.2,1.2,1.2,63.946,49.782,62.3,-0.1835,0.6,0.6,0.6,4.418
LM,control,6/16/2019 22:00,0.001,0.1441,1.2,1.2,1.2,63.689,48.049,66.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 22:10,-0.0004,0.1441,1.2,1.2,1.2,63.518,48.672,64.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 22:20,-0.0004,0.1441,1.2,1.2,1.2,63.262,47.199,67.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 22:30,0.001,0.1441,1.2,1.2,1.2,63.048,48.717,64.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 22:40,0.0003,0.1441,1.2,1.2,1.2,62.834,49.073,64.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 22:50,0.0003,0.1441,1.2,1.2,1.2,62.62,48.895,65,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:00,0.0003,0.1441,1.2,1.2,1.2,62.406,45.714,70.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:10,0.0003,0.1441,1.2,1.2,1.2,62.191,45.082,71.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:20,0.0003,0.1434,1.2,1.2,1.2,61.977,43.259,77,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:30,0.001,0.1434,1.2,1.2,1.2,61.761,44.946,73.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:40,0.001,0.1434,1.2,1.2,1.2,61.547,44.218,76.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/16/2019 23:50,0.0003,0.1434,1.2,1.2,1.2,61.376,43.99,77.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:00,0.0017,0.1434,1.2,1.2,1.2,61.162,43.624,79.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:10,0.0017,0.1434,1.2,1.2,1.2,60.991,43.853,79.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:20,0.0017,0.1434,1.2,1.2,1.2,60.775,44.674,76.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:30,0.0017,0.1434,1.2,1.2,1.2,60.647,44.856,76.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:40,0.0017,0.1434,1.2,1.2,1.2,60.433,44.31,78.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 0:50,0.0017,0.1426,1.2,1.2,1.2,60.303,44.173,78.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:00,0.0017,0.1434,1.2,1.2,1.2,60.174,43.99,80.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:10,0.0017,0.1426,1.2,1.2,1.2,60.003,44.173,78.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:20,0.0017,0.1426,1.2,1.2,1.2,59.873,43.808,81.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:30,0.0017,0.1426,1.2,1.2,1.2,59.745,43.808,81.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:40,0.0017,0.1426,1.2,1.2,1.2,59.572,43.945,81.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 1:50,0.0017,0.1419,1.2,1.2,1.2,59.486,44.355,79.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 2:00,0.0017,0.1419,1.2,1.2,1.2,59.358,44.582,79.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 2:10,0.0017,0.1419,1.2,1.2,1.2,59.229,43.122,84.1,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/17/2019 2:20,0.0017,0.1419,1.2,1.2,1.2,59.056,42.663,82.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 2:30,0.0017,0.1419,1.2,1.2,1.2,58.971,42.294,82.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 2:40,0.0017,0.1412,1.2,1.2,1.2,58.842,41.463,85.2,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/17/2019 2:50,0.0017,0.1412,1.2,1.2,1.2,58.712,41.693,86.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/17/2019 3:00,0.0017,0.1412,1.2,1.2,1.2,58.541,41.184,85.5,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/17/2019 3:10,0.0017,0.1412,1.2,1.2,1.2,58.411,40.017,88.4,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/17/2019 3:20,0.0017,0.1412,1.2,1.2,1.2,58.282,40.532,88.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 3:30,0.0017,0.1412,1.2,1.2,1.2,58.152,42.847,85.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 3:40,0.0025,0.1412,1.2,1.2,1.2,58.023,41.277,89.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 3:50,0.0017,0.1412,1.2,1.2,1.2,57.893,42.57,87.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:00,0.0017,0.1405,1.2,1.2,1.2,57.765,42.386,87.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:10,0.0017,0.1405,1.2,1.2,1.2,57.679,42.156,88.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:20,0.0017,0.1405,1.2,1.2,1.2,57.549,42.663,86.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:30,0.0017,0.1405,1.2,1.2,1.2,57.42,41.74,87.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:40,0.0017,0.1405,1.2,1.2,1.2,57.333,41.416,88.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 4:50,0.0025,0.1405,1.2,1.2,1.2,57.247,41.832,87.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:00,0.0025,0.1405,1.2,1.2,1.2,57.117,42.017,86.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:10,0.0025,0.1397,1.2,1.2,1.2,57.031,42.156,86.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:20,0.0025,0.1397,1.2,1.2,1.2,56.901,41.787,87.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:30,0.0017,0.1397,1.2,1.2,1.2,56.815,41.648,88.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:40,0.0025,0.1397,3.7,1.2,1.2,56.728,42.57,85.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/17/2019 5:50,0.0017,0.1397,6.2,1.2,1.2,56.642,42.064,87.8,-0.1835,1.9,0.6,0.6,4.381
LM,control,6/17/2019 6:00,0.0017,0.1397,8.7,1.2,1.2,56.556,43.259,84.9,-0.1835,3.1,0.6,0.6,4.381
LM,control,6/17/2019 6:10,0.0025,0.1397,21.2,1.2,1.2,56.426,43.396,85.2,-0.1835,9.4,0.6,0.6,4.381
LM,control,6/17/2019 6:20,0.0017,0.1397,41.2,1.2,1.2,56.34,43.716,83.4,-0.1835,16.9,0.6,0.6,4.393
LM,control,6/17/2019 6:30,0.0025,0.1397,48.7,1.2,1.2,56.295,42.663,86.1,-0.1835,19.4,0.6,0.6,4.406
LM,control,6/17/2019 6:40,0.0025,0.1397,56.2,1.2,1.2,56.208,42.525,88,-0.1835,20.6,0.6,0.6,4.418
LM,control,6/17/2019 6:50,0.0017,0.1397,123.7,1.2,3.7,56.122,42.247,89.7,-0.1835,59.4,4.4,4.4,4.412
LM,control,6/17/2019 7:00,0.0017,0.1397,118.7,1.2,1.2,56.035,42.663,89.5,-0.1835,46.9,3.1,3.1,4.46
LM,control,6/17/2019 7:10,0.0025,0.1397,163.7,3.7,3.7,55.949,41.74,90.7,-0.1835,64.4,4.4,5.6,4.412
LM,control,6/17/2019 7:20,0.0025,0.1397,548.7,18.7,18.7,55.906,48.762,83.2,-0.1835,294.4,30.6,35.6,4.4
LM,control,6/17/2019 7:30,0.0017,0.1397,536.2,18.7,18.7,55.906,52.729,73.5,-0.1835,281.9,29.4,31.9,4.418
LM,control,6/17/2019 7:40,0.0017,0.1397,448.7,16.2,13.7,55.863,52.597,71.1,-0.1835,226.9,23.1,24.4,4.4
LM,control,6/17/2019 7:50,0.0017,0.1405,598.7,21.2,18.7,55.863,53.166,68,-0.1835,308.1,31.9,33.1,4.418
LM,control,6/17/2019 8:00,0.0017,0.1397,681.2,23.7,21.2,55.906,54.561,67,-0.1835,350.6,35.6,36.9,4.406
LM,control,6/17/2019 8:10,0.0017,0.1405,753.7,26.2,23.7,55.949,55.733,63.3,-0.1835,384.4,39.4,39.4,4.418
LM,control,6/17/2019 8:20,0.001,0.1397,881.2,31.2,28.7,56.079,57.247,60.2,-0.1835,451.9,45.6,45.6,4.418
LM,control,6/17/2019 8:30,0.0017,0.1397,936.2,33.7,28.7,56.208,57.679,60,-0.1835,478.1,46.9,48.1,4.4
LM,control,6/17/2019 8:40,0.001,0.1397,1106.2,38.7,36.2,56.383,58.885,59.2,-0.1835,566.9,55.6,55.6,4.43
LM,control,6/17/2019 8:50,0.0017,0.1405,1038.7,36.2,33.7,56.599,59.873,56.9,-0.1835,529.4,51.9,51.9,4.418
LM,control,6/17/2019 9:00,0.0017,0.1405,1163.7,41.2,36.2,56.815,59.529,60.9,-0.1835,598.1,58.1,58.1,4.4
LM,control,6/17/2019 9:10,0.0017,0.1405,1251.2,46.2,38.7,57.074,60.346,58,-0.1835,638.1,61.9,60.6,4.538
LM,control,6/17/2019 9:20,0.0017,0.1405,1383.7,48.7,43.7,57.376,61.162,59.1,-0.1835,706.9,68.1,66.9,4.418
LM,control,6/17/2019 9:30,0.0017,0.1405,948.7,31.2,28.7,57.679,62.748,55.2,-0.1835,483.1,44.4,43.1,4.4
LM,control,6/17/2019 9:40,0.0017,0.1405,846.2,28.7,26.2,58.023,60.604,56.4,-0.1835,424.4,38.1,38.1,4.393
LM,control,6/17/2019 9:50,0.0017,0.1405,593.7,18.7,16.2,58.282,59.099,57,-0.1835,299.4,26.9,26.9,4.418
LM,control,6/17/2019 10:00,0.001,0.1412,2123.7,76.2,63.7,58.626,62.191,56.5,-0.1835,1109.4,103.1,96.9,4.412
LM,control,6/17/2019 10:10,0.0017,0.1412,2028.7,71.2,61.2,59.014,63.219,52,-0.1835,1060.6,98.1,91.9,4.4
LM,control,6/17/2019 10:20,0.0017,0.1419,683.7,21.2,21.2,59.401,64.632,51.4,-0.1835,349.4,30.6,31.9,4.393
LM,control,6/17/2019 10:30,0.0017,0.1419,663.7,21.2,18.7,59.659,59.014,56.2,-0.1835,336.9,30.6,30.6,4.418
LM,control,6/17/2019 10:40,0.001,0.1412,421.2,13.7,11.2,59.916,57.679,55.5,-0.1835,213.1,19.4,19.4,4.406
LM,control,6/17/2019 10:50,0.001,0.1412,191.2,3.7,3.7,60.217,55.299,63.7,-0.1835,96.9,8.1,8.1,4.4
LM,control,6/17/2019 11:00,0.0017,0.1419,401.2,11.2,11.2,60.39,52.335,66.1,-0.1835,196.9,15.6,15.6,4.448
LM,control,6/17/2019 11:10,0.001,0.1419,583.7,16.2,16.2,60.561,52.203,70.8,-0.1835,295.6,24.4,24.4,4.418
LM,control,6/17/2019 11:20,0.001,0.1419,653.7,18.7,18.7,60.733,51.589,76.7,-0.1835,338.1,29.4,29.4,4.418
LM,control,6/17/2019 11:30,0.001,0.1419,333.7,11.2,8.7,60.775,50.709,78.6,-0.1835,171.9,15.6,15.6,4.412
LM,control,6/17/2019 11:40,0.001,0.1412,886.2,26.2,26.2,60.818,49.825,79,-0.1835,455.6,39.4,39.4,4.4
LM,control,6/17/2019 11:50,0.001,0.1419,611.2,18.7,18.7,60.775,51.062,76.8,-0.1835,323.1,28.1,28.1,4.43
LM,control,6/17/2019 12:00,0.001,0.1419,1578.7,51.2,48.7,60.861,54.648,73.1,-0.1835,836.9,74.4,68.1,4.418
LM,control,6/17/2019 12:10,0.0017,0.1426,2161.2,71.2,63.7,61.075,61.119,62.9,-0.1835,1146.9,96.9,88.1,4.412
LM,control,6/17/2019 12:20,0.0017,0.1419,2046.2,66.2,58.7,61.162,60.561,60.4,-0.1835,1084.4,89.4,80.6,4.4
LM,control,6/17/2019 12:30,0.0017,0.1426,2083.7,68.7,61.2,61.376,62.62,56.9,-0.1835,1116.9,90.6,80.6,4.442
LM,control,6/17/2019 12:40,0.0017,0.1426,2043.7,66.2,58.7,61.633,63.262,51.3,-0.1835,1090.6,88.1,78.1,4.418
LM,control,6/17/2019 12:50,0.0017,0.1434,2011.2,63.7,58.7,61.977,63.903,54.2,-0.1835,1073.1,85.6,76.9,4.442
LM,control,6/17/2019 13:00,0.0017,0.1434,2063.7,66.2,58.7,62.362,65.188,50.4,-0.1835,1098.1,86.9,78.1,4.393
LM,control,6/17/2019 13:10,0.0017,0.1441,2093.7,66.2,61.2,62.791,65.102,47.6,-0.1835,1111.9,86.9,78.1,4.418
LM,control,6/17/2019 13:20,0.0017,0.1434,486.2,13.7,13.7,63.176,60.861,50.8,-0.1835,230.6,18.1,18.1,4.406
LM,control,6/17/2019 13:30,0.001,0.1434,518.7,13.7,13.7,63.518,58.842,55.5,-0.1835,249.4,20.6,20.6,4.4
LM,control,6/17/2019 13:40,0.0003,0.1441,1023.7,31.2,28.7,63.903,61.333,50.9,-0.1835,505.6,43.1,40.6,4.4
LM,control,6/17/2019 13:50,0.0003,0.1441,613.7,18.7,18.7,64.247,60.303,49.4,-0.1835,303.1,26.9,25.6,4.418
LM,control,6/17/2019 14:00,0.0003,0.1441,628.7,16.2,18.7,64.459,55.168,63.4,-0.1835,338.1,28.1,28.1,4.418
LM,control,6/17/2019 14:10,0.001,0.1441,758.7,23.7,23.7,64.589,58.109,65.2,-0.1835,409.4,35.6,35.6,4.406
LM,control,6/17/2019 14:20,0.0003,0.1434,606.2,18.7,18.7,64.76,57.765,61.3,-0.1835,311.9,28.1,28.1,4.4
LM,control,6/17/2019 14:30,0.0003,0.1441,636.2,18.7,18.7,64.888,56.901,58.7,-0.1835,314.4,28.1,26.9,4.418
LM,control,6/17/2019 14:40,0.0003,0.1441,546.2,16.2,16.2,64.931,56.944,55.4,-0.1835,264.4,23.1,23.1,4.418
LM,control,6/17/2019 14:50,0.0003,0.1441,441.2,13.7,11.2,64.931,56.685,53.6,-0.1835,211.9,19.4,18.1,4.418
LM,control,6/17/2019 15:00,0.0003,0.1441,356.2,11.2,8.7,64.888,56.079,55.1,-0.1835,169.4,15.6,14.4,4.4
LM,control,6/17/2019 15:10,0.0003,0.1441,276.2,6.2,6.2,64.845,55.647,58.3,-0.1835,129.4,11.9,10.6,4.4
LM,control,6/17/2019 15:20,0.0003,0.1441,256.2,6.2,6.2,64.803,55.213,54.8,-0.1835,121.9,10.6,10.6,4.418
