Plot Title: 9735539_SM_LM_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147, LBL: LM_B2)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934, LBL: LM_B2R)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936, LBL: LM_B2L)"
Site,Treatment,Date,Time,PAR.up,PAR.left,PAR.right,ST,SR.right,Air.T,RH,,SR.up,SR.left,SWC.right,SWC.left
LM,early,7/9/2019,6:30,53.7,1.2,1.2,44.355,1.9,26.377,93.8,-0.1988,15.6,1.9,0.268,0.2131
LM,early,7/9/2019,6:40,63.7,1.2,1.2,44.218,3.1,26.431,94.2,-0.1988,20.6,1.9,0.2677,0.2131
LM,early,7/9/2019,6:50,228.7,21.2,21.2,44.127,88.1,31.692,93.4,-0.1988,136.9,75.6,0.2677,0.2131
LM,early,7/9/2019,7:00,291.2,23.7,23.7,44.082,95.6,36.217,86.4,-0.1988,173.1,83.1,0.268,0.2134
LM,early,7/9/2019,7:10,358.7,26.2,26.2,44.037,103.1,39.031,84.5,-0.1988,208.1,88.1,0.268,0.2131
LM,early,7/9/2019,7:20,428.7,28.7,26.2,44.082,109.4,41.137,82,-0.1988,244.4,93.1,0.268,0.2131
LM,early,7/9/2019,7:30,501.2,28.7,28.7,44.082,118.1,42.478,80.8,-0.1988,281.9,98.1,0.268,0.2134
LM,early,7/9/2019,7:40,576.2,31.2,31.2,44.173,123.1,44.809,76.6,-0.1988,319.4,101.9,0.268,0.2134
LM,early,7/9/2019,7:50,651.2,33.7,31.2,44.31,128.1,47.826,66.8,-0.1988,358.1,105.6,0.2673,0.2122
LM,early,7/9/2019,8:00,728.7,33.7,33.7,44.537,131.9,49.782,61.2,-0.1988,396.9,110.6,0.2673,0.2126
LM,early,7/9/2019,8:10,803.7,36.2,36.2,44.809,135.6,52.378,58.2,-0.1988,435.6,113.1,0.267,0.2126
LM,early,7/9/2019,8:20,878.7,36.2,36.2,45.127,140.6,54.169,55.4,-0.1988,470.6,116.9,0.267,0.2126
LM,early,7/9/2019,8:30,953.7,38.7,38.7,45.489,143.1,56.165,48.2,-0.1988,510.6,120.6,0.267,0.2126
LM,early,7/9/2019,8:40,1028.7,38.7,38.7,45.896,146.9,58.411,45.1,-0.1988,546.9,124.4,0.2666,0.2131
LM,early,7/9/2019,8:50,1101.2,41.2,38.7,46.346,151.9,59.788,55.2,-0.1988,584.4,126.9,0.2664,0.2126
LM,early,7/9/2019,9:00,1171.2,43.7,41.2,46.841,155.6,60.733,47,-0.1988,619.4,130.6,0.2664,0.2126
LM,early,7/9/2019,9:10,1246.2,43.7,41.2,47.244,158.1,62.148,44.3,-0.1988,654.4,133.1,0.2664,0.2126
LM,early,7/9/2019,9:20,1311.2,46.2,41.2,47.647,160.6,62.791,44.6,-0.1988,690.6,135.6,0.2664,0.2131
LM,early,7/9/2019,9:30,1373.7,46.2,41.2,48.049,163.1,64.888,45.2,-0.1988,724.4,138.1,0.266,0.2122
LM,early,7/9/2019,9:40,1436.2,46.2,43.7,48.538,165.6,64.204,46.2,-0.1988,755.6,140.6,0.266,0.2122
LM,early,7/9/2019,9:50,1498.7,46.2,43.7,49.204,165.6,65.574,42,-0.1988,788.1,141.9,0.2657,0.21
LM,early,7/9/2019,10:00,1556.2,48.7,43.7,50.002,166.9,66.558,48,-0.1988,816.9,141.9,0.2657,0.2095
LM,early,7/9/2019,10:10,1613.7,48.7,43.7,50.797,168.1,66.643,45,-0.1988,846.9,143.1,0.2653,0.21
LM,early,7/9/2019,10:20,1663.7,48.7,43.7,51.678,168.1,67.199,47.1,-0.1988,874.4,143.1,0.2653,0.2092
LM,early,7/9/2019,10:30,1713.7,48.7,43.7,52.597,168.1,67.928,45.3,-0.1988,906.9,144.4,0.265,0.2095
LM,early,7/9/2019,10:40,1763.7,48.7,43.7,53.472,166.9,68.999,41.1,-0.1988,939.4,144.4,0.2646,0.2092
LM,early,7/9/2019,10:50,1803.7,48.7,41.2,54.255,165.6,69.471,46.4,-0.1988,968.1,144.4,0.2646,0.2092
LM,early,7/9/2019,11:00,1843.7,48.7,41.2,54.995,164.4,70.243,41.6,-0.1988,996.9,143.1,0.2646,0.2087
LM,early,7/9/2019,11:10,1886.2,48.7,41.2,55.69,164.4,71.146,43,-0.1988,1025.6,144.4,0.2642,0.2112
LM,early,7/9/2019,11:20,1918.7,48.7,41.2,56.295,164.4,69.814,40,-0.1988,1046.9,143.1,0.2642,0.2109
LM,early,7/9/2019,11:30,1946.2,48.7,41.2,56.815,163.1,69.901,36.6,-0.1988,1061.9,141.9,0.2642,0.2104
LM,early,7/9/2019,11:40,1978.7,48.7,41.2,57.333,163.1,70.846,39.8,-0.1988,1081.9,141.9,0.2639,0.2109
LM,early,7/9/2019,11:50,1998.7,46.2,41.2,57.807,160.6,69.471,35.5,-0.1988,1090.6,138.1,0.2639,0.2078
LM,early,7/9/2019,12:00,2021.2,48.7,41.2,58.239,158.1,70.887,33.2,-0.1988,1104.4,139.4,0.2635,0.2083
LM,early,7/9/2019,12:10,2033.7,48.7,41.2,58.626,158.1,72.48,32.3,-0.1988,1111.9,138.1,0.2632,0.2095
LM,early,7/9/2019,12:20,2051.2,48.7,41.2,59.014,154.4,69.985,37.2,-0.1988,1118.1,136.9,0.2632,0.2104
LM,early,7/9/2019,12:30,2061.2,48.7,41.2,59.358,153.1,71.317,33.4,-0.1988,1123.1,136.9,0.2632,0.2104
LM,early,7/9/2019,12:40,2068.7,48.7,43.7,59.702,153.1,72.351,36.3,-0.1988,1125.6,135.6,0.2632,0.2104
LM,early,7/9/2019,12:50,2076.2,48.7,43.7,60.046,153.1,72.739,34.8,-0.1988,1130.6,134.4,0.2628,0.21
LM,early,7/9/2019,13:00,2103.7,48.7,43.7,60.39,153.1,73.126,32.4,-0.1988,1148.1,134.4,0.2624,0.21
LM,early,7/9/2019,13:10,1508.7,33.7,31.2,60.733,108.1,70.416,33.7,-0.1988,803.1,94.4,0.2624,0.21
LM,early,7/9/2019,13:20,2066.2,46.2,41.2,60.991,145.6,70.543,33.6,-0.1988,1123.1,129.4,0.2624,0.21
LM,early,7/9/2019,13:30,2046.2,46.2,41.2,61.248,141.9,69.942,32.8,-0.1988,1110.6,128.1,0.2624,0.2095
LM,early,7/9/2019,13:40,2041.2,43.7,43.7,61.419,141.9,70.716,32.2,-0.1988,1109.4,116.9,0.2615,0.2095
LM,early,7/9/2019,13:50,2023.7,48.7,43.7,61.59,141.9,72.394,34.3,-0.1988,1100.6,128.1,0.2618,0.2095
LM,early,7/9/2019,14:00,2006.2,48.7,43.7,61.761,138.1,71.791,35.7,-0.1988,1086.9,129.4,0.2618,0.2095
LM,early,7/9/2019,14:10,1986.2,48.7,41.2,61.891,136.9,71.748,32.3,-0.1988,1075.6,128.1,0.2615,0.207
LM,early,7/9/2019,14:20,1961.2,48.7,43.7,62.019,139.4,71.661,34.3,-0.1988,1053.1,129.4,0.2615,0.2073
LM,early,7/9/2019,14:30,1931.2,48.7,43.7,62.148,134.4,70.93,33.8,-0.1988,1033.1,126.9,0.2615,0.2083
LM,early,7/9/2019,14:40,1901.2,46.2,46.2,62.233,138.1,69.386,28.8,-0.1988,1009.4,125.6,0.2618,0.2095
LM,early,7/9/2019,14:50,1863.7,48.7,46.2,62.276,136.9,70.115,31.1,-0.1988,980.6,124.4,0.2615,0.2061
LM,early,7/9/2019,15:00,1828.7,46.2,43.7,62.276,135.6,71.533,29.6,-0.1988,954.4,121.9,0.2618,0.2073
LM,early,7/9/2019,15:10,1786.2,48.7,43.7,62.276,133.1,70.673,30.7,-0.1988,924.4,124.4,0.2618,0.2064
LM,early,7/9/2019,15:20,1738.7,46.2,46.2,62.276,135.6,71.92,33.3,-0.1988,896.9,121.9,0.2618,0.2087
LM,early,7/9/2019,15:30,1688.7,46.2,43.7,62.233,134.4,71.017,33.3,-0.1988,865.6,121.9,0.2618,0.2056
LM,early,7/9/2019,15:40,1636.2,43.7,43.7,62.191,134.4,71.404,33.3,-0.1988,838.1,118.1,0.2618,0.2083
LM,early,7/9/2019,15:50,1583.7,43.7,43.7,62.148,128.1,69.17,29.2,-0.1988,808.1,116.9,0.2621,0.2087
LM,early,7/9/2019,16:00,1521.2,43.7,43.7,62.105,124.4,71.447,29.9,-0.1988,778.1,118.1,0.2621,0.2083
LM,early,7/9/2019,16:10,1463.7,43.7,41.2,62.019,126.9,72.783,30.6,-0.1988,748.1,118.1,0.2621,0.2092
LM,early,7/9/2019,16:20,1401.2,41.2,43.7,61.934,126.9,71.62,31.2,-0.1988,716.9,114.4,0.2621,0.2087
LM,early,7/9/2019,16:30,1338.7,41.2,41.2,61.848,120.6,69.771,30.3,-0.1988,681.9,113.1,0.2621,0.2078
LM,early,7/9/2019,16:40,1271.2,38.7,41.2,61.761,118.1,72.307,29,-0.1988,648.1,110.6,0.2621,0.2083
LM,early,7/9/2019,16:50,1198.7,38.7,41.2,61.633,115.6,72.997,33.5,-0.1988,611.9,108.1,0.2621,0.2078
LM,early,7/9/2019,17:00,1131.2,38.7,41.2,61.547,111.9,72.007,31.4,-0.1988,579.4,105.6,0.2621,0.2078
LM,early,7/9/2019,17:10,1061.2,36.2,38.7,61.419,106.9,71.404,31.2,-0.1988,541.9,100.6,0.2621,0.2078
LM,early,7/9/2019,17:20,988.7,36.2,36.2,61.248,103.1,73.083,30.9,-0.1988,506.9,99.4,0.2621,0.2073
LM,early,7/9/2019,17:30,913.7,33.7,36.2,61.119,98.1,71.834,29.6,-0.1988,468.1,95.6,0.2624,0.2078
LM,early,7/9/2019,17:40,841.2,33.7,33.7,60.991,93.1,73.602,30.3,-0.1988,433.1,93.1,0.2624,0.2073
LM,early,7/9/2019,17:50,766.2,31.2,31.2,60.818,89.4,71.231,30.4,-0.1988,394.4,89.4,0.2621,0.2073
LM,early,7/9/2019,18:00,691.2,31.2,31.2,60.647,83.1,72.394,31.3,-0.1988,356.9,84.4,0.2624,0.2073
LM,early,7/9/2019,18:10,616.2,28.7,28.7,60.474,80.6,72.783,29.9,-0.1988,319.4,81.9,0.2628,0.2073
LM,early,7/9/2019,18:20,543.7,28.7,26.2,60.303,75.6,69.985,31.6,-0.1988,283.1,78.1,0.2624,0.2078
LM,early,7/9/2019,18:30,471.2,26.2,23.7,60.089,70.6,71.92,33.2,-0.1988,246.9,73.1,0.2628,0.2078
LM,early,7/9/2019,18:40,401.2,23.7,21.2,59.916,65.6,71.791,34.2,-0.1988,211.9,69.4,0.2628,0.2078
LM,early,7/9/2019,18:50,336.2,23.7,21.2,59.702,61.9,69.17,32.6,-0.1988,179.4,64.4,0.2624,0.2078
LM,early,7/9/2019,19:00,261.2,21.2,18.7,59.486,56.9,67.158,33.8,-0.1988,135.6,59.4,0.2624,0.2078
LM,early,7/9/2019,19:10,176.2,18.7,18.7,59.272,51.9,67.199,35.2,-0.1988,89.4,53.1,0.2628,0.2078
LM,early,7/9/2019,19:20,111.2,16.2,16.2,59.056,45.6,67.158,37.7,-0.1988,51.9,48.1,0.2621,0.2078
LM,early,7/9/2019,19:30,68.7,13.7,11.2,58.798,34.4,64.074,37.6,-0.1988,26.9,38.1,0.2621,0.2073
LM,early,7/9/2019,19:40,58.7,1.2,1.2,58.541,3.1,53.994,47.4,-0.1988,16.9,3.1,0.2621,0.2073
LM,early,7/9/2019,19:50,48.7,1.2,1.2,58.239,3.1,50.533,51,-0.1988,14.4,1.9,0.2621,0.2047
LM,early,7/9/2019,20:00,38.7,1.2,1.2,57.936,1.9,49.161,53.3,-0.1988,10.6,0.6,0.2628,0.2052
LM,early,7/9/2019,20:10,23.7,1.2,1.2,57.592,0.6,48.493,52,-0.1988,5.6,0.6,0.2624,0.2052
LM,early,7/9/2019,20:20,13.7,1.2,1.2,57.247,0.6,47.154,57.5,-0.1988,4.4,0.6,0.2628,0.2061
LM,early,7/9/2019,20:30,6.2,1.2,1.2,56.901,0.6,46.391,56.7,-0.1988,1.9,0.6,0.2621,0.2061
LM,early,7/9/2019,20:40,1.2,1.2,1.2,56.556,0.6,45.851,57.6,-0.1988,0.6,0.6,0.2624,0.2061
LM,early,7/9/2019,20:50,1.2,1.2,1.2,56.208,0.6,45.489,59.2,-0.1988,0.6,0.6,0.2624,0.207
LM,early,7/9/2019,21:00,1.2,1.2,1.2,55.906,0.6,44.764,61,-0.1988,0.6,0.6,0.2624,0.2064
LM,early,7/9/2019,21:10,1.2,1.2,1.2,55.602,0.6,44.856,60,-0.1988,0.6,0.6,0.2628,0.2064
LM,early,7/9/2019,21:20,1.2,1.2,1.2,55.342,0.6,42.663,65.6,-0.1988,0.6,0.6,0.2624,0.207
LM,early,7/9/2019,21:30,1.2,1.2,1.2,55.038,0.6,41.97,66.9,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/9/2019,21:40,1.2,1.2,1.2,54.734,0.6,40.858,71.1,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/9/2019,21:50,1.2,1.2,1.2,54.43,0.6,39.407,72.1,-0.1988,0.6,0.6,0.2628,0.2061
LM,early,7/9/2019,22:00,1.2,1.2,1.2,54.126,0.6,40.579,68.6,-0.1988,0.6,0.6,0.2628,0.2047
LM,early,7/9/2019,22:10,1.2,1.2,1.2,53.82,0.6,38.937,73.3,-0.1988,0.6,0.6,0.2628,0.2052
LM,early,7/9/2019,22:20,1.2,1.2,1.2,53.515,0.6,37.274,76.6,-0.1988,0.6,0.6,0.2628,0.2052
LM,early,7/9/2019,22:30,1.2,1.2,1.2,53.209,0.6,37.225,76.9,-0.1988,0.6,0.6,0.2628,0.2047
LM,early,7/9/2019,22:40,1.2,1.2,1.2,52.903,0.6,37.035,77.1,-0.1988,0.6,0.6,0.2628,0.2047
LM,early,7/9/2019,22:50,1.2,1.2,1.2,52.641,0.6,35.685,83.7,-0.1988,0.6,0.6,0.2632,0.2052
LM,early,7/9/2019,23:00,1.2,1.2,1.2,52.378,0.6,36.12,79.6,-0.1988,0.6,0.6,0.2624,0.2056
LM,early,7/9/2019,23:10,1.2,1.2,1.2,52.115,0.6,35.685,81.8,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/9/2019,23:20,1.2,1.2,1.2,51.94,0.6,35.2,82.8,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/9/2019,23:30,1.2,1.2,1.2,51.721,0.6,35.443,80.7,-0.1988,0.6,0.6,0.2628,0.2056
LM,early,7/9/2019,23:40,1.2,1.2,1.2,51.501,0.6,35.298,81.3,-0.1988,0.6,0.6,0.2628,0.2056
LM,early,7/9/2019,23:50,1.2,1.2,1.2,51.282,0.6,36.459,78.5,-0.1988,0.6,0.6,0.2628,0.2052
LM,early,7/10/2019,0:00,1.2,1.2,1.2,51.062,0.6,34.124,84,-0.1988,0.6,0.6,0.2628,0.2056
LM,early,7/10/2019,0:10,1.2,1.2,1.2,50.886,0.6,33.681,85,-0.1988,0.6,0.6,0.2628,0.2056
LM,early,7/10/2019,0:20,1.2,1.2,1.2,50.664,0.6,36.603,79.2,-0.1988,0.6,0.6,0.2628,0.2052
LM,early,7/10/2019,0:30,1.2,1.2,1.2,50.445,0.6,37.702,76.9,-0.1988,0.6,0.6,0.2628,0.2047
LM,early,7/10/2019,0:40,1.2,1.2,1.2,50.311,0.6,35.298,81.4,-0.1988,0.6,0.6,0.2632,0.2052
LM,early,7/10/2019,0:50,1.2,1.2,1.2,50.135,0.6,33.237,85.4,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,1:00,1.2,1.2,1.2,50.002,0.6,33.386,83.8,-0.1988,0.6,0.6,0.2635,0.2047
LM,early,7/10/2019,1:10,1.2,1.2,1.2,49.782,0.6,31.942,86,-0.1988,0.6,0.6,0.2635,0.2043
LM,early,7/10/2019,1:20,1.2,1.2,1.2,49.561,0.6,31.591,86.8,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,1:30,1.2,1.2,1.2,49.383,0.6,31.692,89,-0.1988,0.6,0.6,0.2635,0.2043
LM,early,7/10/2019,1:40,1.2,1.2,1.2,49.161,0.6,30.987,87.7,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,1:50,1.2,1.2,1.2,48.938,0.6,30.529,89.7,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,2:00,1.2,1.2,1.2,48.762,0.6,30.429,90.4,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,2:10,1.2,1.2,1.2,48.583,0.6,31.39,91.2,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,2:20,1.2,1.2,1.2,48.405,0.6,32.243,88.4,-0.1988,0.6,0.6,0.2632,0.2043
LM,early,7/10/2019,2:30,1.2,1.2,1.2,48.272,0.6,31.692,90.2,-0.1988,0.6,0.6,0.2635,0.2043
LM,early,7/10/2019,2:40,1.2,1.2,1.2,48.137,0.6,31.39,89.5,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,2:50,1.2,1.2,1.2,48.049,0.6,32.99,86.4,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,3:00,1.2,1.2,1.2,47.959,0.6,33.978,85.4,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,3:10,1.2,1.2,1.2,47.826,0.6,32.293,87.6,-0.1988,0.6,0.6,0.2635,0.2047
LM,early,7/10/2019,3:20,1.2,1.2,1.2,47.736,0.6,30.682,88.8,-0.1988,0.6,0.6,0.2632,0.2052
LM,early,7/10/2019,3:30,1.2,1.2,1.2,47.602,0.6,30.276,89.3,-0.1988,0.6,0.6,0.2632,0.2052
LM,early,7/10/2019,3:40,1.2,1.2,1.2,47.467,0.6,29.97,91.7,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,3:50,1.2,1.2,1.2,47.334,0.6,29.611,91.8,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,4:00,1.2,1.2,1.2,47.154,0.6,30.376,90.6,-0.1988,0.6,0.6,0.2632,0.2047
LM,early,7/10/2019,4:10,1.2,1.2,1.2,47.064,0.6,28.839,92.7,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,4:20,1.2,1.2,1.2,46.931,0.6,29.509,93.1,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,4:30,1.2,1.2,1.2,46.796,0.6,29.199,92.6,-0.1988,0.6,0.6,0.2635,0.2047
LM,early,7/10/2019,4:40,1.2,1.2,1.2,46.661,0.6,29.817,91.9,-0.1988,0.6,0.6,0.2639,0.2047
LM,early,7/10/2019,4:50,1.2,1.2,1.2,46.526,0.6,30.682,91.6,-0.1988,0.6,0.6,0.2639,0.2056
LM,early,7/10/2019,5:00,1.2,1.2,1.2,46.436,0.6,31.842,89,-0.1988,0.6,0.6,0.2639,0.2056
LM,early,7/10/2019,5:10,1.2,1.2,1.2,46.346,0.6,31.591,89.7,-0.1988,0.6,0.6,0.2639,0.2056
LM,early,7/10/2019,5:20,1.2,1.2,1.2,46.256,0.6,32.592,87.8,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/10/2019,5:30,1.2,1.2,1.2,46.211,0.6,32.193,88.1,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/10/2019,5:40,1.2,1.2,1.2,46.121,0.6,31.339,88.3,-0.1988,0.6,0.6,0.2632,0.2056
LM,early,7/10/2019,5:50,8.7,1.2,1.2,46.031,0.6,29.559,91.1,-0.1988,3.1,0.6,0.2635,0.2052
LM,early,7/10/2019,6:00,18.7,1.2,1.2,45.986,0.6,28.269,93.1,-0.1988,5.6,0.6,0.2635,0.2052
LM,early,7/10/2019,6:10,31.2,1.2,1.2,45.851,0.6,28.476,93.2,-0.1988,8.1,0.6,0.2635,0.2052
LM,early,7/10/2019,6:20,41.2,1.2,1.2,45.714,1.9,28.528,94.2,-0.1988,11.9,0.6,0.2639,0.2052
LM,early,7/10/2019,6:30,48.7,1.2,1.2,45.624,1.9,29.199,94.7,-0.1988,13.1,0.6,0.2639,0.2047
LM,early,7/10/2019,6:40,61.2,1.2,1.2,45.534,3.1,30.682,92.3,-0.1988,19.4,1.9,0.2635,0.2052
LM,early,7/10/2019,6:50,221.2,21.2,18.7,45.444,89.4,37.274,87.2,-0.1988,130.6,76.9,0.2639,0.2064
LM,early,7/10/2019,7:00,288.7,23.7,21.2,45.399,98.1,41.137,82.7,-0.1988,170.6,83.1,0.2632,0.2064
LM,early,7/10/2019,7:10,353.7,26.2,26.2,45.354,104.4,43.534,80.9,-0.1988,203.1,89.4,0.2639,0.2064
LM,early,7/10/2019,7:20,421.2,28.7,26.2,45.444,110.6,46.526,74.6,-0.1988,240.6,94.4,0.2635,0.207
LM,early,7/10/2019,7:30,496.2,31.2,28.7,45.534,116.9,48.049,72.4,-0.1988,276.9,99.4,0.2635,0.2052
LM,early,7/10/2019,7:40,571.2,31.2,31.2,45.624,123.1,50.18,70,-0.1988,314.4,103.1,0.2628,0.2047
LM,early,7/10/2019,7:50,646.2,33.7,33.7,45.851,128.1,53.253,64.6,-0.1988,351.9,106.9,0.2628,0.2043
LM,early,7/10/2019,8:00,723.7,36.2,36.2,46.076,133.1,55.168,62.3,-0.1988,390.6,110.6,0.2632,0.2043
LM,early,7/10/2019,8:10,798.7,36.2,36.2,46.346,138.1,56.599,57.4,-0.1988,429.4,113.1,0.2624,0.2043
LM,early,7/10/2019,8:20,873.7,38.7,38.7,46.706,141.9,59.616,52.6,-0.1988,466.9,118.1,0.2624,0.2043
LM,early,7/10/2019,8:30,948.7,38.7,38.7,47.064,146.9,61.075,51.4,-0.1988,506.9,121.9,0.2621,0.2043
LM,early,7/10/2019,8:40,1023.7,41.2,41.2,47.512,149.4,61.934,51.8,-0.1988,543.1,125.6,0.2624,0.2047
LM,early,7/10/2019,8:50,1093.7,41.2,41.2,48.004,154.4,63.262,50,-0.1988,579.4,126.9,0.2624,0.2038
LM,early,7/10/2019,9:00,1163.7,43.7,41.2,48.493,158.1,66.344,40.8,-0.1988,615.6,130.6,0.2618,0.2052
LM,early,7/10/2019,9:10,1233.7,43.7,43.7,48.895,160.6,66.344,47,-0.1988,650.6,133.1,0.2621,0.2056
LM,early,7/10/2019,9:20,1298.7,46.2,43.7,49.249,163.1,67.456,46.5,-0.1988,684.4,135.6,0.2615,0.2047
LM,early,7/10/2019,9:30,1366.2,46.2,43.7,49.604,163.1,68.571,41.9,-0.1988,718.1,136.9,0.2618,0.2047
LM,early,7/10/2019,9:40,1431.2,46.2,43.7,50.092,165.6,69.213,43.6,-0.1988,750.6,139.4,0.2618,0.2056
LM,early,7/10/2019,9:50,1488.7,48.7,41.2,50.664,166.9,70.543,46.1,-0.1988,779.4,140.6,0.2618,0.2056
LM,early,7/10/2019,10:00,1543.7,48.7,41.2,51.413,166.9,70.716,43.3,-0.1988,811.9,140.6,0.2618,0.2056
LM,early,7/10/2019,10:10,1603.7,48.7,41.2,52.203,168.1,72.093,45,-0.1988,841.9,141.9,0.2615,0.2052
LM,early,7/10/2019,10:20,1651.2,48.7,41.2,53.035,168.1,73.688,41.8,-0.1988,871.9,143.1,0.2615,0.2052
LM,early,7/10/2019,10:30,1703.7,48.7,41.2,53.865,169.4,73.083,41.4,-0.1988,900.6,143.1,0.2611,0.2038
LM,early,7/10/2019,10:40,1753.7,48.7,41.2,54.648,166.9,74.12,40.8,-0.1988,934.4,143.1,0.2611,0.2038
LM,early,7/10/2019,10:50,1801.2,48.7,38.7,55.386,166.9,73.558,44.8,-0.1988,963.1,143.1,0.2611,0.2038
LM,early,7/10/2019,11:00,1838.7,48.7,38.7,56.165,165.6,74.381,38.2,-0.1988,993.1,144.4,0.2607,0.2038
LM,early,7/10/2019,11:10,1881.2,48.7,38.7,56.901,163.1,75.376,40.1,-0.1988,1023.1,143.1,0.2607,0.2056
LM,early,7/10/2019,11:20,1911.2,48.7,38.7,57.592,161.9,77.16,33.4,-0.1988,1041.9,141.9,0.2604,0.2043
LM,early,7/10/2019,11:30,1936.2,48.7,38.7,58.239,160.6,76.725,34,-0.1988,1059.4,140.6,0.2604,0.2047
LM,early,7/10/2019,11:40,1966.2,48.7,41.2,58.842,160.6,77.421,36.1,-0.1988,1075.6,140.6,0.2604,0.2056
LM,early,7/10/2019,11:50,1991.2,48.7,41.2,59.358,158.1,78.251,33.6,-0.1988,1091.9,139.4,0.26,0.2043
LM,early,7/10/2019,12:00,2011.2,48.7,41.2,59.873,158.1,79.392,32.1,-0.1988,1105.6,138.1,0.2596,0.2038
LM,early,7/10/2019,12:10,2023.7,48.7,41.2,60.346,154.4,78.559,30.6,-0.1988,1108.1,136.9,0.26,0.2047
LM,early,7/10/2019,12:20,2036.2,48.7,41.2,60.733,153.1,77.421,32.2,-0.1988,1113.1,135.6,0.2596,0.2047
LM,early,7/10/2019,12:30,2048.7,48.7,41.2,61.075,151.9,77.117,31.6,-0.1988,1119.4,133.1,0.2596,0.2047
LM,early,7/10/2019,12:40,2051.2,48.7,41.2,61.333,150.6,78.076,32,-0.1988,1119.4,131.9,0.2585,0.2038
LM,early,7/10/2019,12:50,2056.2,48.7,41.2,61.633,149.4,78.296,31.3,-0.1988,1120.6,130.6,0.2592,0.2043
LM,early,7/10/2019,13:00,2051.2,46.2,41.2,61.934,146.9,77.292,31.6,-0.1988,1118.1,128.1,0.2589,0.202
LM,early,7/10/2019,13:10,2053.7,48.7,43.7,62.191,146.9,78.777,30.3,-0.1988,1116.9,129.4,0.2589,0.2017
LM,early,7/10/2019,13:20,2046.2,48.7,43.7,62.447,146.9,79.304,30.3,-0.1988,1116.9,129.4,0.2589,0.202
LM,early,7/10/2019,13:30,2038.7,48.7,43.7,62.704,144.4,79.524,32.9,-0.1988,1114.4,130.6,0.2585,0.202
LM,early,7/10/2019,13:40,2028.7,48.7,43.7,63.005,141.9,80.404,32.5,-0.1988,1108.1,130.6,0.2585,0.202
LM,early,7/10/2019,13:50,2016.2,48.7,43.7,63.304,140.6,81.111,26.4,-0.1988,1101.9,130.6,0.2585,0.202
LM,early,7/10/2019,14:00,1993.7,48.7,43.7,63.518,139.4,79.435,32.9,-0.1988,1084.4,129.4,0.2582,0.202
LM,early,7/10/2019,14:10,1973.7,48.7,43.7,63.732,138.1,78.777,29.7,-0.1988,1066.9,128.1,0.2585,0.202
LM,early,7/10/2019,14:20,1946.2,48.7,46.2,63.903,138.1,81.288,26,-0.1988,1049.4,126.9,0.2582,0.202
LM,early,7/10/2019,14:30,1921.2,48.7,46.2,64.074,138.1,81.73,27.9,-0.1988,1031.9,126.9,0.2582,0.2017
LM,early,7/10/2019,14:40,1888.7,48.7,46.2,64.247,136.9,81.288,29.5,-0.1988,1003.1,125.6,0.2582,0.202
LM,early,7/10/2019,14:50,1853.7,48.7,46.2,64.375,135.6,79.743,31,-0.1988,975.6,123.1,0.2582,0.2026
LM,early,7/10/2019,15:00,1816.2,46.2,43.7,64.503,131.9,77.596,29.2,-0.1988,945.6,121.9,0.2582,0.2026
