Plot Title: 9735547_PHb1,,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date,Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST,Air.T,RH,V,SR.up,SR.left,SR.right,V
LM,control,7/21/2018,16:30,-0.0135,0.115,571.2,16.2,18.7,76.419,74.467,37.8,-0.1835,280.6,23.1,24.4,4.418
LM,control,7/21/2018,16:40,-0.0135,0.115,1036.2,31.2,36.2,76.464,76.114,40.4,-0.1835,515.6,45.6,46.9,4.393
LM,control,7/21/2018,16:50,-0.0128,0.115,1396.2,41.2,48.7,76.464,77.16,35.6,-0.1835,688.1,61.9,65.6,4.43
LM,control,7/21/2018,17:00,-0.0128,0.115,1483.7,43.7,48.7,76.464,74.034,40.1,-0.1835,734.4,65.6,70.6,4.4
LM,control,7/21/2018,17:10,-0.0128,0.115,1481.2,43.7,53.7,76.464,73.861,40.3,-0.1835,734.4,66.9,70.6,4.393
LM,control,7/21/2018,17:20,-0.0121,0.115,1351.2,38.7,43.7,76.464,73.818,39.1,-0.1835,665.6,60.6,65.6,4.393
LM,control,7/21/2018,17:30,-0.0128,0.1143,1263.7,36.2,43.7,76.419,74.338,38.3,-0.1835,621.9,56.9,61.9,4.418
LM,control,7/21/2018,17:40,-0.0128,0.1143,1026.2,28.7,38.7,76.375,73.256,39.9,-0.1835,498.1,45.6,50.6,4.393
LM,control,7/21/2018,17:50,-0.0121,0.1143,598.7,16.2,21.2,76.332,73.083,38,-0.1886,271.9,23.1,26.9,4.393
LM,control,7/21/2018,18:00,-0.0113,0.1143,826.2,21.2,31.2,76.289,73.299,37.7,-0.1835,395.6,35.6,41.9,4.43
LM,control,7/21/2018,18:10,-0.0113,0.1143,838.7,21.2,33.7,76.158,74.12,36.8,-0.1835,411.9,35.6,44.4,4.4
LM,control,7/21/2018,18:20,-0.0121,0.1136,213.7,3.7,6.2,76.028,70.846,40.8,-0.1835,93.1,6.9,8.1,4.393
LM,control,7/21/2018,18:30,-0.0135,0.1136,211.2,3.7,6.2,75.853,69.343,45.9,-0.1835,98.1,8.1,8.1,4.393
LM,control,7/21/2018,18:40,-0.0128,0.1129,256.2,6.2,6.2,75.637,69.386,43.7,-0.1835,128.1,10.6,10.6,4.4
LM,control,7/21/2018,18:50,-0.0128,0.1129,196.2,3.7,6.2,75.42,68.956,47.6,-0.1835,98.1,8.1,8.1,4.393
LM,control,7/21/2018,19:00,-0.0128,0.1129,481.2,8.7,21.2,75.204,72.783,46.6,-0.1835,260.6,15.6,30.6,4.526
LM,control,7/21/2018,19:10,-0.0128,0.1129,458.7,6.2,18.7,74.986,73.774,40.2,-0.1835,248.1,13.1,28.1,4.406
LM,control,7/21/2018,19:20,-0.0135,0.1129,318.7,1.2,13.7,74.727,72.912,41.3,-0.1835,168.1,5.6,20.6,4.4
LM,control,7/21/2018,19:30,-0.0157,0.1129,88.7,1.2,1.2,74.511,68.227,44.2,-0.1835,34.4,1.9,1.9,4.393
LM,control,7/21/2018,19:40,-0.0157,0.1121,86.2,1.2,1.2,74.25,66.344,45.7,-0.1835,36.9,1.9,1.9,4.406
LM,control,7/21/2018,19:50,-0.0157,0.1114,56.2,1.2,1.2,74.034,65.701,48,-0.1835,25.6,0.6,0.6,4.393
LM,control,7/21/2018,20:00,-0.0157,0.1114,31.2,1.2,1.2,73.774,64.888,50.3,-0.1835,14.4,0.6,0.6,4.393
LM,control,7/21/2018,20:10,-0.0157,0.1114,11.2,1.2,1.2,73.558,62.704,56.4,-0.1835,5.6,0.6,0.6,4.393
LM,control,7/21/2018,20:20,-0.0142,0.1114,3.7,1.2,1.2,73.299,62.704,56.6,-0.1835,1.9,0.6,0.6,4.393
LM,control,7/21/2018,20:30,-0.0142,0.1107,1.2,1.2,1.2,73.04,60.775,62.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,20:40,-0.0157,0.1107,1.2,1.2,1.2,72.783,60.346,63.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,20:50,-0.0157,0.1107,1.2,1.2,1.2,72.523,60.39,61.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:00,-0.0157,0.1107,1.2,1.2,1.2,72.264,58.455,67.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:10,-0.015,0.1107,1.2,1.2,1.2,72.05,58.195,65.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:20,-0.0142,0.1107,1.2,1.2,1.2,71.791,57.29,66.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:30,-0.015,0.11,1.2,1.2,1.2,71.533,55.776,68.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:40,-0.0157,0.11,1.2,1.2,1.2,71.317,54.909,70.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,21:50,-0.0157,0.11,1.2,1.2,1.2,71.06,55.256,69.7,-0.1835,0.6,0.6,0.6,4.418
LM,control,7/21/2018,22:00,-0.015,0.11,1.2,1.2,1.2,70.803,54.648,71,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,22:10,-0.0142,0.11,1.2,1.2,1.2,70.543,53.865,73.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,22:20,-0.0142,0.1092,1.2,1.2,1.2,70.286,54.734,71,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,22:30,-0.0135,0.1092,1.2,1.2,1.2,70.029,55.038,69.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,22:40,-0.0142,0.1092,1.2,1.2,1.2,69.814,55.213,68.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,22:50,-0.0142,0.1092,1.2,1.2,1.2,69.6,55.819,66.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:00,-0.0135,0.1085,1.2,1.2,1.2,69.343,54.473,71.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:10,-0.0142,0.1085,1.2,1.2,1.2,69.17,53.82,71.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:20,-0.015,0.1085,1.2,1.2,1.2,68.956,52.729,73,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:30,-0.0157,0.1085,1.2,1.2,1.2,68.742,53.602,70.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:40,-0.0157,0.1085,1.2,1.2,1.2,68.527,51.413,76.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/21/2018,23:50,-0.0157,0.1078,1.2,1.2,1.2,68.313,50.223,77.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:00,-0.0157,0.1078,1.2,1.2,1.2,68.099,49.782,78.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:10,-0.0157,0.1078,1.2,1.2,1.2,67.928,51.105,76.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:20,-0.0157,0.1078,1.2,1.2,1.2,67.714,50.092,79.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:30,-0.015,0.1078,1.2,1.2,1.2,67.5,52.246,75,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:40,-0.015,0.1071,1.2,1.2,1.2,67.285,53.121,74,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,0:50,-0.0157,0.1078,1.2,1.2,1.2,67.114,52.423,73.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,1:00,-0.0157,0.1071,1.2,1.2,1.2,66.943,51.501,76.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,1:10,-0.015,0.1071,1.2,1.2,1.2,66.772,53.209,74.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,1:20,-0.015,0.1063,1.2,1.2,1.2,66.6,54.037,72.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/22/2018,1:30,-0.015,0.1063,1.2,1.2,1.2,66.429,53.121,74.3,-0.1835,0.6,0.6,0.6,4.393
