Plot Title: 9735540_SM_LSA_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372, LBL: LSA_B1R)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600, LBL: LSA_B1)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883, LBL: LSA_B1R)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893, LBL: LSA_B1L)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L )","RH, % (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407, LBL: LSA_B1R)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153, LBL: LSA_B1R)"
Site,Treatment,Date.Time,SWC.right,ST,PAR.right,PAR.left,PAR.up,Air.T,RH,,,SR.left,SR.up,SR.right,SWC.between
LSA,control,7/14/2019 12:29,0.0264,61.162,-888.9,26.2,141.2,69.042,54.4,-0.2039,0,91.9,589.4,76.9,0.0105
LSA,control,7/14/2019 12:39,0.0264,61.506,-888.9,43.7,138.7,74.511,54.6,-0.2039,0,155.6,1043.1,129.4,0.0105
LSA,control,7/14/2019 12:49,0.0264,61.848,-888.9,46.2,143.7,77.117,68,-0.2039,0,158.1,1085.6,131.9,0.0105
LSA,control,7/14/2019 12:59,0.0264,62.233,-888.9,13.7,191.2,72.178,53.3,-0.2039,0,51.9,335.6,43.1,0.0105
LSA,control,7/14/2019 13:09,0.0264,62.577,-888.9,51.2,176.2,76.203,52.7,-0.2039,0,178.1,1256.9,149.4,0.0105
LSA,control,7/14/2019 13:19,0.0264,62.875,-888.9,16.2,226.2,67.842,60.1,-0.2039,0,61.9,398.1,51.9,0.0105
LSA,control,7/14/2019 13:29,0.0257,63.176,-888.9,46.2,318.7,75.29,53.5,-0.2039,0,156.9,1124.4,130.6,0.0105
LSA,control,7/14/2019 13:39,0.0264,63.433,-888.9,41.2,381.2,73.602,55.6,-0.2039,0,148.1,1058.1,123.1,0.0105
LSA,control,7/14/2019 13:49,0.0264,63.689,-888.9,28.7,411.2,72.05,50.5,-0.2039,0,100.6,701.9,84.4,0.0105
LSA,control,7/14/2019 13:59,0.0264,63.862,-888.9,21.2,501.2,69.685,56.4,-0.2039,0,79.4,524.4,65.6,0.0105
LSA,control,7/14/2019 14:09,0.0264,64.033,-888.9,38.7,506.2,72.61,68.1,-0.2039,0,138.1,966.9,116.9,0.0105
LSA,control,7/14/2019 14:19,0.0264,64.332,-888.9,23.7,1208.7,77.203,52.9,-0.2039,0,80.6,541.9,68.1,0.0112
LSA,control,7/14/2019 14:29,0.0272,64.674,-888.9,21.2,1596.2,75.637,46.7,-0.2039,0,76.9,543.1,68.1,0.0112
LSA,control,7/14/2019 14:39,0.0272,64.803,-888.9,23.7,2126.2,71.231,60.9,-0.2039,0,84.4,585.6,73.1,0.0112
LSA,control,7/14/2019 14:49,0.0272,64.931,-888.9,21.2,2313.7,68.999,58.3,-0.2039,0,80.6,535.6,68.1,0.0112
LSA,control,7/14/2019 14:59,0.0264,65.017,-888.9,28.7,933.7,68.956,58,-0.2039,0,101.9,676.9,86.9,0.0105
LSA,control,7/14/2019 15:09,0.0264,65.188,-888.9,38.7,973.7,71.964,54,-0.2039,0,136.9,998.1,119.4,0.0105
LSA,control,7/14/2019 15:19,0.0272,65.359,-888.9,38.7,2201.2,72.783,57.5,-0.2039,0,128.1,974.4,114.4,0.0112
LSA,control,7/14/2019 15:29,0.0272,65.574,-888.9,36.2,846.2,72.523,52.8,-0.2039,0,125.6,984.4,113.1,0.0112
LSA,control,7/14/2019 15:39,0.0264,65.745,-888.9,36.2,1511.2,72.653,57.6,-0.2039,0,123.1,958.1,110.6,0.0105
LSA,control,7/14/2019 15:49,0.0264,65.916,-888.9,36.2,2536.2,73.861,52.5,-0.2039,0,119.4,929.4,106.9,0.0097
LSA,control,7/14/2019 15:59,0.0264,66.087,-888.9,33.7,1021.2,74.511,53.7,-0.2039,0,115.6,905.6,105.6,0.0105
LSA,control,7/14/2019 16:09,0.0264,66.301,-888.9,33.7,2553.7,74.424,52.2,-0.2039,0,113.1,879.4,104.4,0.0097
LSA,control,7/14/2019 16:19,0.0264,66.472,-888.9,31.2,1271.2,75.117,43,-0.2039,0,109.4,849.4,100.6,0.0097
LSA,control,7/14/2019 16:29,0.0264,66.6,-888.9,31.2,1138.7,75.16,45.4,-0.2039,0,106.9,833.1,99.4,0.0097
LSA,control,7/14/2019 16:39,0.0272,66.643,-888.9,31.2,721.2,74.338,46.1,-0.2039,0,104.4,815.6,98.1,0.0112
LSA,control,7/14/2019 16:49,0.0264,66.686,-888.9,31.2,821.2,75.29,47.7,-0.2039,0,104.4,813.1,98.1,0.0097
LSA,control,7/14/2019 16:59,0.0264,66.643,-888.9,8.7,2553.7,71.404,50.6,-0.2039,0,31.9,249.4,29.4,0.0105
LSA,control,7/14/2019 17:09,0.0257,66.6,-888.9,28.7,1868.7,74.899,50.2,-0.2039,0,101.9,773.1,94.4,0.0097
LSA,control,7/14/2019 17:19,0.0264,66.6,-888.9,16.2,2553.7,73.299,46.6,-0.2039,0,61.9,460.6,56.9,0.0097
LSA,control,7/14/2019 17:29,0.0264,66.385,-888.9,13.7,1901.2,66.985,54.6,-0.2039,0,54.4,399.4,50.6,0.0097
LSA,control,7/14/2019 17:39,0.0257,66.258,-888.9,13.7,1386.2,68.227,59.5,-0.2039,0,51.9,371.9,48.1,0.0097
LSA,control,7/14/2019 17:49,0.0272,66.087,-888.9,6.2,2443.7,64.717,59.8,-0.2039,0,28.1,199.4,25.6,0.0112
LSA,control,7/14/2019 17:59,0.0272,65.916,-888.9,8.7,2553.7,63.518,71,-0.2039,0,35.6,249.4,33.1,0.0112
LSA,control,7/14/2019 18:09,0.0257,65.701,-888.9,6.2,1086.2,62.577,62.9,-0.2039,0,29.4,210.6,28.1,0.0097
LSA,control,7/14/2019 18:19,0.0257,65.444,-888.9,6.2,888.7,62.791,68.9,-0.2039,0,28.1,189.4,26.9,0.0097
LSA,control,7/14/2019 18:29,0.0264,65.23,-888.9,13.7,876.2,66,55.2,-0.2039,0,61.9,448.1,63.1,0.0112
LSA,control,7/14/2019 18:39,0.0257,64.974,-888.9,13.7,2296.2,64.418,60.4,-0.2039,0,60.6,435.6,60.6,0.0097
LSA,control,7/14/2019 18:49,0.0257,64.803,-888.9,3.7,2203.7,65.745,57,-0.2039,0,16.9,115.6,14.4,0.0105
LSA,control,7/14/2019 18:59,0.0257,64.589,-888.9,11.2,1933.7,66.258,63.3,-0.2039,0,44.4,323.1,46.9,0.0097
LSA,control,7/14/2019 19:09,0.0257,64.332,-888.9,1.2,1123.7,58.325,68.1,-0.2039,0,6.9,53.1,5.6,0.0097
LSA,control,7/14/2019 19:19,0.0257,64.074,-888.9,3.7,431.2,59.745,66.2,-0.2039,0,20.6,139.4,19.4,0.0097
LSA,control,7/14/2019 19:29,0.0257,63.862,-888.9,1.2,468.7,59.358,75.2,-0.2039,0,11.9,68.1,10.6,0.0105
LSA,control,7/14/2019 19:39,0.0264,63.648,-888.9,1.2,353.7,57.204,79.5,-0.2039,0,9.4,63.1,8.1,0.0105
LSA,control,7/14/2019 19:49,0.0257,63.39,-888.9,1.2,421.2,55.863,83.1,-0.2039,0,8.1,49.4,6.9,0.0097
LSA,control,7/14/2019 19:59,0.0257,63.176,-888.9,1.2,333.7,55.776,75.3,-0.2039,0,5.6,38.1,4.4,0.0097
LSA,control,7/14/2019 20:09,0.0257,62.919,-888.9,1.2,783.7,52.86,84.9,-0.2039,0,3.1,23.1,1.9,0.0097
LSA,control,7/14/2019 20:19,0.025,62.661,-888.9,1.2,1348.7,50.797,88.5,-0.2039,0,0.6,9.4,0.6,0.0097
LSA,control,7/14/2019 20:29,0.025,62.362,-888.9,1.2,1798.7,49.737,89.1,-0.2039,0,0.6,4.4,0.6,0.0097
LSA,control,7/14/2019 20:39,0.025,62.062,-888.9,1.2,1776.2,48.583,90,-0.2039,0,0.6,0.6,0.6,0.0097
LSA,control,7/14/2019 20:49,0.025,61.72,-888.9,1.2,1771.2,48.227,90,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 20:59,0.025,61.419,-888.9,1.2,373.7,47.871,88.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 21:09,0.025,61.075,-888.9,1.2,1673.7,46.436,91.7,-0.2039,0,0.6,0.6,0.6,0.0097
LSA,control,7/14/2019 21:19,0.025,60.733,-888.9,1.2,1428.7,45.896,92.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 21:29,0.0243,60.433,-888.9,1.2,1613.7,45.896,91.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 21:39,0.0243,60.132,-888.9,1.2,1101.2,45.941,91.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 21:49,0.0243,59.83,-888.9,1.2,1526.2,45.262,91.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 21:59,0.0243,59.529,-888.9,1.2,1333.7,44.809,92.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:09,0.025,59.229,-888.9,1.2,1196.2,44.901,92.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:19,0.0243,58.928,-888.9,1.2,423.7,45.217,91.6,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:29,0.0243,58.712,-888.9,1.2,1063.7,44.674,91.3,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:39,0.0243,58.455,-888.9,1.2,578.7,44.355,92.7,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:49,0.025,58.195,-888.9,1.2,318.7,43.763,92.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 22:59,0.0243,57.936,-888.9,1.2,846.2,42.663,94.4,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 23:09,0.0243,57.722,-888.9,1.2,453.7,43.488,94,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 23:19,0.0243,57.463,-888.9,1.2,188.7,42.663,94.7,-0.2039,0,0.6,0.6,0.6,0.0097
LSA,control,7/14/2019 23:29,0.025,57.247,-888.9,1.2,191.2,41.832,95.7,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 23:39,0.025,57.031,-888.9,1.2,168.7,41.416,96.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 23:49,0.0243,56.772,-888.9,1.2,101.2,42.109,96.7,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/14/2019 23:59,0.0243,56.556,-888.9,1.2,101.2,42.386,95.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:09,0.0243,56.34,-888.9,1.2,66.2,42.156,96,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:19,0.0243,56.122,-888.9,1.2,41.2,41.277,97.2,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:29,0.025,55.906,-888.9,1.2,28.7,40.951,97.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:39,0.0243,55.733,-888.9,1.2,16.2,42.341,97.3,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:49,0.0243,55.515,-888.9,1.2,6.2,40.764,96.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 0:59,0.0243,55.342,-888.9,1.2,1.2,41.416,97.4,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 1:09,0.0243,55.168,-888.9,1.2,1.2,41.648,98,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 1:19,0.0243,54.952,-888.9,1.2,1.2,41.369,96.1,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 1:29,0.0243,54.777,-888.9,1.2,1.2,40.204,97.7,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 1:39,0.0235,54.604,-888.9,1.2,1.2,41.137,98.2,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 1:49,0.0235,54.43,-888.9,1.2,1.2,40.858,98.4,-0.2039,0,0.6,0.6,0.6,0.0083
LSA,control,7/15/2019 1:59,0.0235,54.3,-888.9,1.2,1.2,40.345,97.1,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:09,0.0235,54.126,-888.9,1.2,1.2,40.345,98.7,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:19,0.0243,53.951,-888.9,1.2,1.2,40.485,98.6,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:29,0.0243,53.82,-888.9,1.2,1.2,41.09,97.2,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:39,0.0243,53.645,-888.9,1.2,1.2,40.438,98.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:49,0.0235,53.515,-888.9,1.2,1.2,39.643,98.4,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 2:59,0.0235,53.384,-888.9,1.2,1.2,39.596,98.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:09,0.0235,53.209,-888.9,1.2,1.2,40.111,98.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:19,0.0235,53.078,-888.9,1.2,1.2,39.313,98.1,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:29,0.0235,52.947,-888.9,1.2,1.2,39.313,99.1,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:39,0.0235,52.817,-888.9,1.2,1.2,39.267,99.3,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:49,0.0235,52.686,-888.9,1.2,1.2,39.502,99.3,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 3:59,0.0228,52.554,-888.9,1.2,1.2,39.313,99.4,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:09,0.0235,52.423,-888.9,1.2,1.2,39.454,99.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:19,0.0228,52.291,-888.9,1.2,1.2,38.984,99.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:29,0.0235,52.16,-888.9,1.2,1.2,38.606,99.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:39,0.0228,52.029,-888.9,1.2,1.2,38.037,99.5,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:49,0.0235,51.895,-888.9,1.2,1.2,39.877,99.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 4:59,0.0235,51.764,-888.9,1.2,1.2,38.795,99.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:09,0.0235,51.633,-888.9,1.2,1.2,38.748,99.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:19,0.0235,51.501,-888.9,1.2,1.2,38.842,99.9,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:29,0.0235,51.413,-888.9,1.2,1.2,38.606,99.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:39,0.0235,51.282,-888.9,1.2,1.2,39.36,100,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:49,0.0235,51.193,-888.9,1.2,1.2,38.557,99.8,-0.2039,0,0.6,0.6,0.6,0.009
LSA,control,7/15/2019 5:59,0.0235,51.062,-888.9,1.2,1.2,38.842,100,-0.2039,0,0.6,4.4,0.6,0.009
LSA,control,7/15/2019 6:09,0.0235,50.974,-888.9,1.2,1.2,38.415,100,-0.2039,0,0.6,6.9,0.6,0.009
LSA,control,7/15/2019 6:19,0.0235,50.841,-888.9,1.2,1.2,38.748,99.9,-0.2039,0,0.6,9.4,0.6,0.009
LSA,control,7/15/2019 6:29,0.0235,50.752,-888.9,1.2,1.2,40.345,100,-0.2039,0,0.6,11.9,0.6,0.009
LSA,control,7/15/2019 6:39,0.0235,50.664,-888.9,1.2,1.2,39.596,99.9,-0.2039,0,0.6,13.1,0.6,0.009
LSA,control,7/15/2019 6:49,0.0235,50.621,-888.9,1.2,1.2,40.626,100,-0.2039,0,0.6,14.4,0.6,0.009
LSA,control,7/15/2019 6:59,0.0235,50.533,-888.9,1.2,1.2,40.858,99.9,-0.2039,0,0.6,15.6,0.6,0.009
LSA,control,7/15/2019 7:09,0.0235,50.488,-888.9,1.2,1.2,40.438,99.9,-0.2039,0,0.6,15.6,0.6,0.009
LSA,control,7/15/2019 7:19,0.0235,50.4,-888.9,1.2,1.2,40.532,99.8,-0.2039,0,0.6,16.9,0.6,0.009
LSA,control,7/15/2019 7:29,0.0235,50.356,-888.9,1.2,1.2,41.648,100,-0.2039,0,0.6,18.1,0.6,0.009
LSA,control,7/15/2019 7:39,0.0235,50.311,-888.9,1.2,1.2,41.23,99.9,-0.2039,0,0.6,19.4,0.6,0.009
LSA,control,7/15/2019 7:49,0.0235,50.311,-888.9,1.2,1.2,41.137,99.8,-0.2039,0,1.9,20.6,0.6,0.009
LSA,control,7/15/2019 7:59,0.0235,50.223,-888.9,1.2,1.2,41.693,99.9,-0.2039,0,1.9,21.9,0.6,0.009
LSA,control,7/15/2019 8:09,0.0235,50.223,-888.9,1.2,1.2,41.463,99.9,-0.2039,0,1.9,23.1,0.6,0.009
LSA,control,7/15/2019 8:19,0.0235,50.223,-888.9,23.7,1.2,51.852,100,-0.2039,0,93.1,289.4,68.1,0.009
LSA,control,7/15/2019 8:29,0.0228,50.4,-888.9,26.2,1.2,62.577,89.1,-0.2039,0,99.4,323.1,73.1,0.0083
LSA,control,7/15/2019 8:39,0.0235,50.664,-888.9,26.2,1.2,69.085,77.5,-0.2039,0,103.1,359.4,76.9,0.0083
LSA,control,7/15/2019 8:49,0.0228,51.148,-888.9,28.7,1.2,76.55,67.8,-0.2039,0,108.1,395.6,80.6,0.009
LSA,control,7/15/2019 8:59,0.0235,51.721,-888.9,28.7,1.2,80.757,58.2,-0.2039,0,110.6,430.6,83.1,0.009
LSA,control,7/15/2019 9:09,0.0235,52.335,-888.9,28.7,1.2,79.612,55.4,-0.2039,0,114.4,466.9,85.6,0.009
LSA,control,7/15/2019 9:19,0.0235,53.121,-888.9,31.2,1.2,82.665,53.6,-0.2039,0,119.4,510.6,90.6,0.0097
LSA,control,7/15/2019 9:29,0.0235,53.908,-888.9,31.2,1.2,84.812,54.5,-0.2039,0,124.4,554.4,95.6,0.009
LSA,control,7/15/2019 9:39,0.0235,54.734,-888.9,33.7,1.2,84.272,43.5,-0.2039,0,131.9,614.4,101.9,0.009
LSA,control,7/15/2019 9:49,0.0243,55.472,-888.9,33.7,3.7,80.184,50.9,-0.2039,0,134.4,639.4,103.1,0.0097
LSA,control,7/15/2019 9:59,0.0235,56.035,-888.9,6.2,11.2,66.13,57.2,-0.2039,0,21.9,126.9,18.1,0.009
LSA,control,7/15/2019 10:09,0.0235,56.426,-888.9,38.7,23.7,72.739,67.7,-0.2039,0,151.9,771.9,119.4,0.009
LSA,control,7/15/2019 10:19,0.0243,56.901,-888.9,6.2,36.2,66.385,52.7,-0.2039,0,25.6,136.9,20.6,0.009
LSA,control,7/15/2019 10:29,0.0243,57.074,-888.9,6.2,43.7,60.775,66.4,-0.2039,0,29.4,153.1,24.4,0.0097
LSA,control,7/15/2019 10:39,0.0243,57.204,-888.9,11.2,51.2,60.26,65.1,-0.2039,0,44.4,244.4,34.4,0.0097
LSA,control,7/15/2019 10:49,0.0243,57.333,-888.9,6.2,56.2,60.132,66.2,-0.2039,0,29.4,165.6,23.1,0.0097
LSA,control,7/15/2019 10:59,0.0243,57.463,-888.9,3.7,61.2,65.487,57.2,-0.2039,0,14.4,88.1,11.9,0.009
LSA,control,7/15/2019 11:09,0.0235,57.506,-888.9,36.2,66.2,68.871,58.8,-0.2039,0,129.4,745.6,100.6,0.0083
LSA,control,7/15/2019 11:19,0.0235,57.85,-888.9,41.2,71.2,79.567,50.7,-0.2039,0,149.4,883.1,118.1,0.0083
LSA,control,7/15/2019 11:29,0.0243,58.195,-888.9,41.2,76.2,77.16,45.6,-0.2039,0,149.4,905.6,118.1,0.0097
LSA,control,7/15/2019 11:39,0.0243,58.541,-888.9,43.7,81.2,77.945,45.7,-0.2039,0,150.6,934.4,120.6,0.009
LSA,control,7/15/2019 11:49,0.0243,58.928,-888.9,43.7,83.7,80.58,42.5,-0.2039,0,151.9,955.6,120.6,0.0083
LSA,control,7/15/2019 11:59,0.0243,59.272,-888.9,46.2,86.2,80.008,42.5,-0.2039,0,156.9,1010.6,126.9,0.0083
LSA,control,7/15/2019 12:09,0.0243,59.702,-888.9,38.7,91.2,80.316,39.4,-0.2039,0,136.9,895.6,113.1,0.0083
LSA,control,7/15/2019 12:19,0.0243,60.174,-888.9,46.2,461.2,79.524,42.1,-0.1988,0,165.6,1051.9,136.9,0.0083
LSA,control,7/15/2019 12:29,0.0243,60.69,-888.9,38.7,831.2,80.89,39,-0.1988,0,138.1,864.4,114.4,0.009
LSA,control,7/15/2019 12:39,0.0243,61.248,-888.9,43.7,903.7,78.822,36.7,-0.1988,0,145.6,923.1,120.6,0.009
LSA,control,7/15/2019 12:49,0.0243,61.761,-888.9,31.2,978.7,81.333,37.2,-0.1988,0,106.9,679.4,89.4,0.0083
LSA,control,7/15/2019 12:59,0.025,62.148,-888.9,53.7,1046.2,79.92,35.3,-0.1988,0,184.4,1239.4,153.1,0.0097
LSA,control,7/15/2019 13:09,0.0257,62.661,-888.9,48.7,1116.2,81.909,39.5,-0.1988,0,159.4,1118.1,131.9,0.0097
LSA,control,7/15/2019 13:19,0.0257,63.09,-888.9,46.2,1183.7,82.396,39.6,-0.1988,0,155.6,1111.9,129.4,0.0097
LSA,control,7/15/2019 13:29,0.025,63.475,-888.9,46.2,1248.7,80.139,37.7,-0.1988,0,156.9,1139.4,131.9,0.009
LSA,control,7/15/2019 13:39,0.025,63.903,-888.9,46.2,1316.2,80.625,42.1,-0.1988,0,156.9,1151.9,134.4,0.009
LSA,control,7/15/2019 13:49,0.025,64.204,-888.9,46.2,1378.7,79.392,40.3,-0.1988,0,156.9,1148.1,133.1,0.0097
LSA,control,7/15/2019 13:59,0.0257,64.589,-888.9,46.2,1441.2,77.639,38,-0.1988,0,153.1,1130.6,130.6,0.0097
LSA,control,7/15/2019 14:09,0.0257,64.845,-888.9,46.2,1503.7,77.815,41.6,-0.1988,0,153.1,1128.1,129.4,0.0097
LSA,control,7/15/2019 14:19,0.0257,65.102,-888.9,46.2,1563.7,77.553,43.1,-0.1988,0,156.9,1165.6,133.1,0.0105
LSA,control,7/15/2019 14:29,0.0257,65.359,-888.9,46.2,1621.2,76.768,45.5,-0.1988,0,159.4,1181.9,135.6,0.0105
LSA,control,7/15/2019 14:39,0.0243,65.701,-888.9,48.7,1673.7,78.033,45,-0.1988,0,168.1,1249.4,140.6,0.009
LSA,control,7/15/2019 14:49,0.0243,65.959,-888.9,36.2,1726.2,75.942,41.5,-0.1988,0,119.4,878.1,100.6,0.009
LSA,control,7/15/2019 14:59,0.0243,66.043,-888.9,48.7,1773.7,70.286,54.3,-0.1988,0,168.1,1221.9,144.4,0.009
LSA,control,7/15/2019 15:09,0.0243,66.344,-888.9,16.2,1818.7,77.509,53.4,-0.1988,0,63.1,434.4,51.9,0.009
LSA,control,7/15/2019 15:19,0.0243,66.6,-888.9,41.2,1856.2,79.7,51.8,-0.2039,0,140.6,1056.9,123.1,0.009
LSA,control,7/15/2019 15:29,0.025,66.814,-888.9,48.7,1903.7,77.378,39.8,-0.1988,0,161.9,1203.1,140.6,0.009
LSA,control,7/15/2019 15:39,0.025,67.158,-888.9,43.7,1941.2,80.668,39.9,-0.1988,0,148.1,1108.1,129.4,0.009
LSA,control,7/15/2019 15:49,0.0243,67.285,-888.9,38.7,1973.7,77.815,42.5,-0.1988,0,129.4,978.1,113.1,0.0083
LSA,control,7/15/2019 15:59,0.0243,67.456,-888.9,38.7,2001.2,77.815,49,-0.1988,0,131.9,988.1,115.6,0.0083
LSA,control,7/15/2019 16:09,0.0243,67.586,-888.9,36.2,2031.2,74.683,54.8,-0.1988,0,123.1,924.4,109.4,0.0083
LSA,control,7/15/2019 16:19,0.0243,67.757,-888.9,33.7,2053.7,78.121,41,-0.1988,0,118.1,884.4,104.4,0.0083
LSA,control,7/15/2019 16:29,0.0243,67.798,-888.9,33.7,2076.2,76.507,45.5,-0.1988,0,116.9,884.4,104.4,0.0083
LSA,control,7/15/2019 16:39,0.025,67.885,-888.9,33.7,2098.7,77.247,40.1,-0.1988,0,116.9,869.4,104.4,0.009
LSA,control,7/15/2019 16:49,0.0243,67.842,-888.9,31.2,2148.7,77.509,42.4,-0.1988,0,109.4,826.9,99.4,0.0083
LSA,control,7/15/2019 16:59,0.0243,67.842,-888.9,36.2,2183.7,75.637,47.2,-0.1988,0,130.6,983.1,120.6,0.0083
LSA,control,7/15/2019 17:09,0.0243,67.798,-888.9,13.7,2291.2,69.814,55.9,-0.2039,0,49.4,333.1,43.1,0.0083
LSA,control,7/15/2019 17:19,0.0243,67.714,-888.9,11.2,2143.7,70.459,51.5,-0.2039,0,46.9,300.6,39.4,0.0083
LSA,control,7/15/2019 17:29,0.025,67.586,-888.9,8.7,2171.2,68.4,55.6,-0.2039,0,38.1,258.1,33.1,0.0083
LSA,control,7/15/2019 17:39,0.0243,67.456,-888.9,11.2,2171.2,66.814,56.1,-0.2039,0,40.6,268.1,35.6,0.0083
LSA,control,7/15/2019 17:49,0.0235,67.199,-888.9,6.2,2163.7,63.819,59.8,-0.2039,0,23.1,143.1,19.4,0.0083
LSA,control,7/15/2019 17:59,0.0243,66.985,-888.9,6.2,2228.7,63.604,54.1,-0.2039,0,23.1,140.6,19.4,0.0083
LSA,control,7/15/2019 18:09,0.0235,66.729,-888.9,3.7,2161.2,62.62,58.2,-0.2039,0,18.1,109.4,15.6,0.0083
LSA,control,7/15/2019 18:19,0.0235,66.429,-888.9,1.2,2138.7,61.162,56.9,-0.2039,0,6.9,45.6,5.6,0.0083
LSA,control,7/15/2019 18:29,0.0235,66.087,-888.9,1.2,2116.2,59.401,62.6,-0.2039,0,4.4,30.6,3.1,0.0083
LSA,control,7/15/2019 18:39,0.0235,65.745,-888.9,1.2,2121.2,58.325,62.3,-0.2039,0,1.9,15.6,0.6,0.0083
LSA,control,7/15/2019 18:49,0.0228,65.403,-888.9,1.2,2178.7,57.85,64,-0.2039,0,1.9,19.4,0.6,0.0076
LSA,control,7/15/2019 18:59,0.0235,64.974,-888.9,1.2,2181.2,53.209,84.9,-0.2039,0,13.1,86.9,10.6,0.0105
LSA,control,7/15/2019 19:09,0.0235,64.632,-888.9,3.7,2241.2,53.298,82.7,-0.2039,0,13.1,79.4,10.6,0.0083
