Plot Title: 9735551_SM_LSA_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700889)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700899)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9719154)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9721332)","RH, % (LGR S/N: 9735551, SEN S/N: 9721332)","Voltage, V (LGR S/N: 9735551, SEN S/N: 9725502)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734411)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734415)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734419)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769151)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769152)","Batt, V (LGR S/N: 9735551)"
Site,Treatment,Date.Time,PAR.up,PAR.right,PAR.left,ST.between,Air.T,RH,,SR.up,SR.right,SR.left,SWC.between,SWC.between,
LSA,early,6/22/2019 10:10,1636.2,41.2,43.7,45.986,53.733,69.5,-0.1988,786.9,68.1,104.4,0.1695,0.1623,4.363
LSA,early,6/22/2019 10:20,1883.7,48.7,51.2,47.512,54.3,70.4,-0.1988,908.1,78.1,115.6,0.1695,0.1623,4.393
LSA,early,6/22/2019 10:30,1906.2,48.7,51.2,49.116,59.229,63,-0.1988,931.9,79.4,118.1,0.1695,0.163,4.369
LSA,early,6/22/2019 10:40,571.2,13.7,13.7,50.533,53.341,69.4,-0.1988,266.9,20.6,31.9,0.1695,0.163,4.393
LSA,early,6/22/2019 10:50,1306.2,31.2,31.2,51.37,49.692,69,-0.1988,625.6,50.6,74.4,0.1695,0.1637,4.381
LSA,early,6/22/2019 11:00,716.2,16.2,16.2,51.94,49.737,74,-0.1988,340.6,25.6,39.4,0.1695,0.1637,4.363
LSA,early,6/22/2019 11:10,1843.7,46.2,46.2,52.466,57.506,65.8,-0.1988,886.9,71.9,109.4,0.1695,0.1637,4.381
LSA,early,6/22/2019 11:20,613.7,13.7,13.7,52.817,49.028,73.7,-0.1988,290.6,23.1,33.1,0.1695,0.1637,4.363
LSA,early,6/22/2019 11:30,586.2,13.7,11.2,53.166,49.428,65.5,-0.1988,273.1,20.6,30.6,0.1695,0.1644,4.393
LSA,early,6/22/2019 11:40,2553.7,68.7,63.7,53.298,48.938,74.5,-0.1988,1276.9,103.1,146.9,0.1695,0.1644,4.381
LSA,early,6/22/2019 11:50,1003.7,23.7,23.7,53.384,50.576,67.9,-0.1988,474.4,36.9,54.4,0.1702,0.1644,4.393
LSA,early,6/22/2019 12:00,528.7,11.2,11.2,53.515,48.717,60.1,-0.1988,248.1,18.1,29.4,0.1695,0.1644,4.381
LSA,early,6/22/2019 12:10,928.7,21.2,21.2,53.82,57.85,60.7,-0.1988,446.9,34.4,49.4,0.1695,0.1652,4.418
LSA,early,6/22/2019 12:20,733.7,18.7,16.2,54.126,49.914,58.4,-0.1988,359.4,29.4,43.1,0.1695,0.1644,4.369
LSA,early,6/22/2019 12:30,628.7,13.7,13.7,54.126,48.628,69.4,-0.1988,298.1,23.1,34.4,0.1695,0.1652,4.484
LSA,early,6/22/2019 12:40,781.2,18.7,16.2,53.908,48.805,65.5,-0.1988,370.6,28.1,41.9,0.1702,0.1652,4.375
LSA,early,6/22/2019 12:50,331.2,6.2,6.2,53.733,47.422,66.7,-0.1988,156.9,11.9,19.4,0.1702,0.1652,4.363
LSA,early,6/22/2019 13:00,628.7,13.7,13.7,53.515,48.004,69.7,-0.1988,294.4,23.1,34.4,0.1702,0.1652,4.381
LSA,early,6/22/2019 13:10,288.7,6.2,6.2,53.253,45.444,68,-0.1988,125.6,9.4,13.1,0.1702,0.1652,4.363
LSA,early,6/22/2019 13:20,171.2,3.7,3.7,52.903,44.355,74.3,-0.1988,66.9,4.4,5.6,0.1702,0.1652,4.381
LSA,early,6/22/2019 13:30,106.2,1.2,1.2,52.554,43.488,81.5,-0.1988,36.9,1.9,3.1,0.1702,0.1652,4.369
LSA,early,6/22/2019 13:40,181.2,3.7,3.7,52.16,42.755,76.9,-0.1988,69.4,4.4,5.6,0.1702,0.1659,4.393
LSA,early,6/22/2019 13:50,193.7,3.7,3.7,51.764,42.341,80.9,-0.1988,76.9,4.4,6.9,0.1702,0.1659,4.375
LSA,early,6/22/2019 14:00,273.7,6.2,6.2,51.413,42.663,82,-0.1988,123.1,8.1,13.1,0.1702,0.1659,4.393
LSA,early,6/22/2019 14:10,246.2,3.7,3.7,51.017,39.83,83.8,-0.1988,100.6,5.6,9.4,0.1702,0.1659,4.381
LSA,early,6/22/2019 14:20,118.7,1.2,1.2,50.664,38.557,88.7,-0.1988,48.1,1.9,4.4,0.1702,0.1659,4.393
LSA,early,6/22/2019 14:30,108.7,3.7,3.7,50.135,34.371,90.1,-0.1988,36.9,1.9,3.1,0.1702,0.1659,4.393
LSA,early,6/22/2019 14:40,46.2,1.2,1.2,48.983,32.392,96,-0.1988,11.9,0.6,0.6,0.1702,0.1652,4.393
LSA,early,6/22/2019 14:50,66.2,3.7,3.7,47.781,32.193,96.8,-0.1988,21.9,1.9,1.9,0.1702,0.1652,4.393
LSA,early,6/22/2019 15:00,151.2,6.2,6.2,46.796,32.142,97.3,-0.1988,61.9,5.6,6.9,0.171,0.1652,4.393
LSA,early,6/22/2019 15:10,298.7,8.7,11.2,45.986,32.542,96.9,-0.1988,140.6,10.6,16.9,0.1717,0.1652,4.393
LSA,early,6/22/2019 15:20,776.2,23.7,23.7,45.307,34.761,93.6,-0.1988,394.4,30.6,46.9,0.1717,0.1644,4.393
LSA,early,6/22/2019 15:30,1188.7,28.7,28.7,44.809,43.122,94.5,-0.1988,618.1,44.4,66.9,0.1717,0.1644,4.393
LSA,early,6/22/2019 15:40,828.7,18.7,18.7,44.627,41.369,93.1,-0.1988,430.6,31.9,48.1,0.1717,0.163,4.381
LSA,early,6/22/2019 15:50,523.7,11.2,11.2,44.719,40.998,94.3,-0.1988,268.1,19.4,30.6,0.1717,0.163,4.393
LSA,early,6/22/2019 16:00,288.7,6.2,6.2,44.946,38.748,95.9,-0.1988,143.1,9.4,15.6,0.171,0.1637,4.381
LSA,early,6/22/2019 16:10,193.7,3.7,3.7,45.172,37.893,97.2,-0.1988,90.6,5.6,8.1,0.171,0.1637,4.393
LSA,early,6/22/2019 16:20,71.2,1.2,1.2,45.354,36.891,97.8,-0.1988,29.4,0.6,1.9,0.171,0.1637,4.381
LSA,early,6/22/2019 16:30,81.2,1.2,1.2,45.444,35.928,98.8,-0.1988,33.1,0.6,1.9,0.171,0.1637,4.46
LSA,early,6/22/2019 16:40,76.2,1.2,1.2,45.354,35.395,97,-0.1988,29.4,0.6,1.9,0.171,0.1637,4.393
LSA,early,6/22/2019 16:50,53.7,1.2,1.2,45.262,34.664,98.5,-0.1988,19.4,0.6,0.6,0.171,0.1637,4.381
LSA,early,6/22/2019 17:00,93.7,1.2,1.2,44.991,33.879,98.9,-0.1988,43.1,1.9,4.4,0.1717,0.1637,4.393
LSA,early,6/22/2019 17:10,203.7,3.7,3.7,44.627,35.152,99.1,-0.1988,101.9,6.9,10.6,0.1717,0.163,4.393
LSA,early,6/22/2019 17:20,166.2,3.7,3.7,44.4,35.443,99.2,-0.1988,76.9,4.4,6.9,0.1717,0.1637,4.393
LSA,early,6/22/2019 17:30,76.2,1.2,1.2,44.263,35.006,99.1,-0.1988,34.4,1.9,3.1,0.1717,0.1637,4.393
LSA,early,6/22/2019 17:40,26.2,1.2,1.2,44.173,34.615,99.2,-0.1988,8.1,0.6,0.6,0.1717,0.1637,4.381
LSA,early,6/22/2019 17:50,21.2,1.2,1.2,43.853,32.092,99.4,-0.1988,6.9,0.6,0.6,0.1717,0.1644,4.381
LSA,early,6/22/2019 18:00,11.2,1.2,1.2,43.259,31.842,99.8,-0.1988,1.9,0.6,0.6,0.1717,0.1652,4.369
LSA,early,6/22/2019 18:10,11.2,1.2,1.2,42.663,31.892,100,-0.1988,1.9,0.6,0.6,0.1724,0.1637,4.363
LSA,early,6/22/2019 18:20,8.7,1.2,1.2,42.202,31.892,100,-0.1988,1.9,0.6,0.6,0.1724,0.1644,4.363
LSA,early,6/22/2019 18:30,18.7,8.7,6.2,41.832,31.892,100,-0.1988,6.9,3.1,3.1,0.1724,0.1637,4.363
LSA,early,6/22/2019 18:40,28.7,16.2,13.7,41.508,31.842,100,-0.1988,10.6,8.1,8.1,0.1724,0.1637,4.363
LSA,early,6/22/2019 18:50,111.2,76.2,68.7,41.277,32.142,99.8,-0.1988,50.6,46.9,46.9,0.1724,0.1644,4.369
LSA,early,6/22/2019 19:00,86.2,58.7,53.7,41.043,32.142,99.3,-0.1988,40.6,35.6,36.9,0.1732,0.1637,4.381
LSA,early,6/22/2019 19:10,18.7,11.2,8.7,40.858,31.892,100,-0.1988,6.9,5.6,5.6,0.1732,0.1637,4.363
LSA,early,6/22/2019 19:20,43.7,33.7,33.7,40.672,31.993,100,-0.1988,23.1,21.9,21.9,0.1732,0.1637,4.363
LSA,early,6/22/2019 19:30,31.2,26.2,26.2,40.532,31.993,99.8,-0.1988,13.1,15.6,14.4,0.1732,0.1637,4.363
LSA,early,6/22/2019 19:40,28.7,23.7,21.2,40.392,31.791,100,-0.1988,14.4,11.9,11.9,0.1739,0.1637,4.363
LSA,early,6/22/2019 19:50,41.2,33.7,31.2,40.298,31.993,100,-0.1988,23.1,23.1,23.1,0.1739,0.1637,4.363
LSA,early,6/22/2019 20:00,58.7,46.2,43.7,40.204,32.092,99.6,-0.1988,36.9,34.4,36.9,0.1739,0.1637,4.351
LSA,early,6/22/2019 20:10,33.7,23.7,21.2,40.111,31.892,100,-0.1988,20.6,18.1,19.4,0.1746,0.1637,4.351
LSA,early,6/22/2019 20:20,16.2,11.2,8.7,40.017,31.842,100,-0.1988,11.9,9.4,9.4,0.1746,0.1637,4.351
LSA,early,6/22/2019 20:30,6.2,3.7,3.7,39.97,31.743,100,-0.1988,5.6,4.4,4.4,0.1746,0.1644,4.351
LSA,early,6/22/2019 20:40,1.2,1.2,1.2,39.924,31.743,100,-0.1988,0.6,0.6,0.6,0.1746,0.1644,4.351
LSA,early,6/22/2019 20:50,1.2,1.2,1.2,39.83,31.692,100,-0.1988,0.6,0.6,0.6,0.1753,0.1644,4.351
LSA,early,6/22/2019 21:00,1.2,1.2,1.2,39.783,31.541,100,-0.1988,0.6,0.6,0.6,0.1753,0.1652,4.351
LSA,early,6/22/2019 21:10,1.2,1.2,1.2,39.736,30.834,100,-0.1988,0.6,0.6,0.6,0.1761,0.1652,4.345
LSA,early,6/22/2019 21:20,1.2,1.2,1.2,39.69,29.149,100,-0.1988,0.6,0.6,0.6,0.1761,0.1652,4.345
LSA,early,6/22/2019 21:30,1.2,1.2,1.2,39.643,28.008,100,-0.1988,0.6,0.6,0.6,0.1761,0.1652,4.345
LSA,early,6/22/2019 21:40,1.2,1.2,1.2,39.643,28.164,100,-0.1988,0.6,0.6,0.6,0.1761,0.1659,4.339
LSA,early,6/22/2019 21:50,1.2,1.2,1.2,39.596,29.199,100,-0.1988,0.6,0.6,0.6,0.1768,0.1659,4.339
LSA,early,6/22/2019 22:00,1.2,1.2,1.2,39.549,28.58,100,-0.1988,0.6,0.6,0.6,0.1768,0.1659,4.339
LSA,early,6/22/2019 22:10,1.2,1.2,1.2,39.502,29.457,100,-0.1988,0.6,0.6,0.6,0.1768,0.1666,4.339
LSA,early,6/22/2019 22:20,1.2,1.2,1.2,39.454,29.509,100,-0.1988,0.6,0.6,0.6,0.1775,0.1666,4.339
LSA,early,6/22/2019 22:30,1.2,1.2,1.2,39.454,29.559,100,-0.1988,0.6,0.6,0.6,0.1775,0.1666,4.339
LSA,early,6/22/2019 22:40,1.2,1.2,1.2,39.407,29.457,100,-0.1988,0.6,0.6,0.6,0.1775,0.1673,4.339
LSA,early,6/22/2019 22:50,1.2,1.2,1.2,39.36,29.097,100,-0.1988,0.6,0.6,0.6,0.1782,0.1673,4.339
LSA,early,6/22/2019 23:00,1.2,1.2,1.2,39.313,28.528,100,-0.1988,0.6,0.6,0.6,0.1782,0.1673,4.339
LSA,early,6/22/2019 23:10,1.2,1.2,1.2,39.313,27.171,100,-0.1988,0.6,0.6,0.6,0.1782,0.1673,4.339
LSA,early,6/22/2019 23:20,1.2,1.2,1.2,39.267,27.118,100,-0.1988,0.6,0.6,0.6,0.1782,0.1681,4.339
LSA,early,6/22/2019 23:30,1.2,1.2,1.2,39.22,27.064,100,-0.1988,0.6,0.6,0.6,0.1782,0.1681,4.339
LSA,early,6/22/2019 23:40,1.2,1.2,1.2,39.173,29.046,100,-0.1988,0.6,0.6,0.6,0.179,0.1681,4.339
LSA,early,6/22/2019 23:50,1.2,1.2,1.2,39.078,28.632,100,-0.1988,0.6,0.6,0.6,0.179,0.1681,4.339
LSA,early,6/23/2019 0:00,1.2,1.2,1.2,39.031,27.538,99.6,-0.1988,0.6,0.6,0.6,0.179,0.1681,4.339
LSA,early,6/23/2019 0:10,1.2,1.2,1.2,38.984,27.171,99.8,-0.1988,0.6,0.6,0.6,0.179,0.1688,4.339
LSA,early,6/23/2019 0:20,1.2,1.2,1.2,38.937,27.59,99.8,-0.1988,0.6,0.6,0.6,0.179,0.1688,4.339
LSA,early,6/23/2019 0:30,1.2,1.2,1.2,38.937,28.06,99.9,-0.1988,0.6,0.6,0.6,0.179,0.1688,4.339
LSA,early,6/23/2019 0:40,1.2,1.2,1.2,38.889,27.642,99.8,-0.1988,0.6,0.6,0.6,0.179,0.1688,4.339
LSA,early,6/23/2019 0:50,1.2,1.2,1.2,38.842,27.381,99.6,-0.1988,0.6,0.6,0.6,0.1797,0.1688,4.339
LSA,early,6/23/2019 1:00,1.2,1.2,1.2,38.795,26.537,98.9,-0.1988,0.6,0.6,0.6,0.1797,0.1688,4.339
LSA,early,6/23/2019 1:10,1.2,1.2,1.2,38.7,27.012,99.2,-0.1988,0.6,0.6,0.6,0.179,0.1688,4.339
LSA,early,6/23/2019 1:20,1.2,1.2,1.2,38.606,27.642,99.9,-0.1988,0.6,0.6,0.6,0.1797,0.1688,4.363
LSA,early,6/23/2019 1:30,1.2,1.2,1.2,38.511,27.012,99.5,-0.1988,0.6,0.6,0.6,0.1797,0.1688,4.339
LSA,early,6/23/2019 1:40,1.2,1.2,1.2,38.511,24.337,98.4,-0.1988,0.6,0.6,0.6,0.1797,0.1688,4.339
LSA,early,6/23/2019 1:50,1.2,1.2,1.2,38.415,23.409,98,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:00,1.2,1.2,1.2,38.368,23.463,98,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:10,1.2,1.2,1.2,38.322,22.858,98.4,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:20,1.2,1.2,1.2,38.226,24.174,98.8,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:30,1.2,1.2,1.2,38.131,23.792,98.6,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:40,1.2,1.2,1.2,38.084,25.095,99.1,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 2:50,1.2,1.2,1.2,38.037,25.363,99.1,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 3:00,1.2,1.2,1.2,37.942,26.164,99.5,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.339
LSA,early,6/23/2019 3:10,1.2,1.2,1.2,37.942,26.377,99.4,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.333
LSA,early,6/23/2019 3:20,1.2,1.2,1.2,37.846,27.012,99.2,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.333
LSA,early,6/23/2019 3:30,1.2,1.2,1.2,37.751,26.695,98.7,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 3:40,1.2,1.2,1.2,37.56,27.118,99,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.339
LSA,early,6/23/2019 3:50,1.2,1.2,1.2,37.513,27.486,98.9,-0.1988,0.6,0.6,0.6,0.1797,0.1695,4.333
LSA,early,6/23/2019 4:00,1.2,1.2,1.2,37.416,27.327,98.8,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 4:10,1.2,1.2,1.2,37.321,27.59,98.9,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 4:20,1.2,1.2,1.2,37.225,27.012,98.7,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 4:30,1.2,1.2,1.2,37.179,27.538,98.6,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 4:40,1.2,1.2,1.2,37.081,27.747,99.2,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 4:50,1.2,1.2,1.2,37.081,27.851,99.2,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.339
LSA,early,6/23/2019 5:00,1.2,1.2,1.2,36.986,27.851,99.4,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 5:10,1.2,1.2,1.2,36.986,27.799,98.7,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 5:20,1.2,1.2,1.2,36.986,27.694,99.1,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 5:30,1.2,1.2,1.2,36.939,27.747,99.1,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 5:40,1.2,1.2,1.2,36.939,27.538,98.7,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 5:50,3.7,1.2,1.2,36.891,27.433,98.2,-0.1988,0.6,0.6,0.6,0.1797,0.1702,4.333
LSA,early,6/23/2019 6:00,6.2,1.2,1.2,36.842,27.433,98.3,-0.1988,1.9,0.6,0.6,0.179,0.1702,4.333
LSA,early,6/23/2019 6:10,6.2,1.2,1.2,36.795,27.433,98.3,-0.1988,1.9,0.6,0.6,0.179,0.1702,4.333
LSA,early,6/23/2019 6:20,11.2,6.2,6.2,36.698,27.59,98.3,-0.1988,6.9,4.4,4.4,0.179,0.1702,4.333
LSA,early,6/23/2019 6:30,16.2,8.7,8.7,36.698,27.799,98.4,-0.1988,8.1,5.6,6.9,0.179,0.1695,4.333
LSA,early,6/23/2019 6:40,8.7,3.7,3.7,36.603,27.747,98.4,-0.1988,3.1,0.6,1.9,0.1797,0.1702,4.333
LSA,early,6/23/2019 6:50,28.7,13.7,13.7,36.603,27.903,98.3,-0.1988,14.4,8.1,8.1,0.1797,0.1702,4.333
LSA,early,6/23/2019 7:00,61.2,33.7,33.7,36.554,28.269,97.7,-0.1988,30.6,20.6,21.9,0.1797,0.1702,4.333
LSA,early,6/23/2019 7:10,63.7,36.2,36.2,36.554,28.112,97.4,-0.1988,31.9,21.9,23.1,0.179,0.1702,4.333
LSA,early,6/23/2019 7:20,96.2,53.7,53.7,36.554,28.735,96.9,-0.1988,49.4,34.4,36.9,0.179,0.1702,4.333
LSA,early,6/23/2019 7:30,76.2,41.2,41.2,36.554,28.994,97,-0.1988,39.4,24.4,26.9,0.179,0.1702,4.339
LSA,early,6/23/2019 7:40,93.7,48.7,48.7,36.554,29.509,97.1,-0.1988,48.1,29.4,31.9,0.179,0.1702,4.339
LSA,early,6/23/2019 7:50,86.2,41.2,43.7,36.554,29.714,96.9,-0.1988,43.1,25.6,28.1,0.179,0.1702,4.339
LSA,early,6/23/2019 8:00,111.2,53.7,56.2,36.603,29.867,96.5,-0.1988,55.6,31.9,35.6,0.179,0.1702,4.339
LSA,early,6/23/2019 8:10,136.2,66.2,68.7,36.651,30.682,95.9,-0.1988,66.9,40.6,44.4,0.179,0.1702,4.351
LSA,early,6/23/2019 8:20,141.2,68.7,73.7,36.698,30.682,95.7,-0.1988,70.6,41.9,48.1,0.179,0.1702,4.363
LSA,early,6/23/2019 8:30,138.7,68.7,73.7,36.747,30.936,95.6,-0.1988,68.1,41.9,48.1,0.1797,0.1702,4.381
LSA,early,6/23/2019 8:40,143.7,63.7,71.2,36.842,31.138,95.8,-0.1988,73.1,39.4,45.6,0.179,0.1702,4.393
LSA,early,6/23/2019 8:50,191.2,83.7,91.2,36.939,31.842,94.8,-0.1988,100.6,51.9,60.6,0.179,0.1702,4.393
LSA,early,6/23/2019 9:00,176.2,78.7,88.7,36.986,31.993,95.3,-0.1988,89.4,48.1,58.1,0.179,0.1702,4.369
LSA,early,6/23/2019 9:10,226.2,96.2,108.7,37.13,32.79,95.2,-0.1988,111.9,59.4,73.1,0.179,0.1702,4.43
LSA,early,6/23/2019 9:20,318.7,98.7,118.7,37.225,34.565,90.2,-0.1988,136.9,65.6,85.6,0.179,0.1702,4.393
LSA,early,6/23/2019 9:30,381.2,93.7,113.7,37.465,34.124,92.9,-0.1988,161.9,65.6,88.1,0.179,0.1702,4.454
LSA,early,6/23/2019 9:40,411.2,51.2,61.2,37.702,34.124,92.3,-0.1988,143.1,40.6,58.1,0.1797,0.1688,4.393
LSA,early,6/23/2019 9:50,501.2,58.7,68.7,37.942,37.321,89.6,-0.1988,181.9,51.9,73.1,0.1797,0.1688,4.4
LSA,early,6/23/2019 10:00,506.2,38.7,41.2,38.273,38.842,86.2,-0.1988,186.9,43.1,63.1,0.1797,0.1673,4.381
LSA,early,6/23/2019 10:10,1208.7,31.2,36.2,38.842,45.624,70,-0.1988,259.4,45.6,69.4,0.1775,0.1666,4.363
LSA,early,6/23/2019 10:20,1596.2,38.7,41.2,39.454,40.204,79.8,-0.1988,360.6,60.6,90.6,0.1782,0.1673,4.393
